0,地址,名称,维度,经度,类型
681,,怡康街东(公交站),32.012333815695825,118.75035611440165,公交站
682,,怡康街·西城路(公交站),32.010849473161734,118.75410927100191,公交站
683,,怡康街·庐山路(公交站),32.01800860690764,118.73795160038014,公交站
684,,小营村西(公交站),32.10708893830646,118.82822969685547,公交站
685,,抗日航空纪念馆(公交站),32.09185625267458,118.84054643409696,公交站
686,,小营村(公交站),32.10664723311471,118.82897130305194,公交站
687,,南京长江燃料公司(公交站),32.12594914747009,118.77853547503513,公交站
688,,应天大街·养虎巷(公交站),32.00746748798784,118.78261805575134,公交站
689,,双桥门北(公交站),32.00835572055294,118.79055042749683,公交站
690,,怡康街·云锦路(公交站),32.019894506094104,118.7337872708137,公交站
691,,后标营路·童卫路(公交站),32.0309330385269,118.83343454424383,公交站
692,,雨花西路北(公交站),32.0073426101118,118.77002951618572,公交站
693,,兴贤家园(公交站),32.103909791235814,118.8322664659097,公交站
694,,南京卫校(公交站),32.11908202552827,118.81090298436331,公交站
695,,苜蓿园大街南(公交站),32.0227020194082,118.82530119194544,公交站
696,,博爱园(公交站),32.0457934914751,118.84358555862366,公交站
697,,浦口码头(公交站),32.09770226303786,118.71665926838847,公交站
698,,清河路东(公交站),32.03574994263889,118.71646723303044,公交站
699,,雨花台北大门(公交站),32.00659871672513,118.773451250333,公交站
700,,省老年公寓(公交站),32.03409252549363,118.71748814778968,公交站
701,,兴贤佳园北门(公交站),32.10690560533479,118.8302169019341,公交站
702,,凤台南路(公交站),32.009153640379765,118.75563801726096,公交站
703,,晓庄村(行知路)(公交站),32.119633028425426,118.81139294809171,公交站
704,,明孝陵站(公交站),32.055631940823595,118.84729967517626,公交站
705,,中山陵西站(公交站),32.05857652935625,118.84786845530367,公交站
706,,中山陵南站(公交站),32.05670467062986,118.84759812833214,公交站
707,,桃园居(公交站),32.025593104964194,118.72485918138608,公交站
708,,双桥门西(公交站),32.00707542297724,118.78919028141316,公交站
709,,燕山路·月安街(公交站),32.0231416207747,118.72758808802797,公交站
710,,中山陵停车场站(公交站),32.05092905405716,118.84619204182042,公交站
711,,相子桥(公交站),32.01438309436188,118.7411250353639,公交站
712,,集庆门大街西(公交站),32.033108042421865,118.71774792984111,公交站
713,,月安街(公交站),32.02166018116574,118.72934989037817,公交站
714,,乐山路·应天大街(公交站),32.02840323064979,118.72177990108761,公交站
715,,马家圩(公交站),32.01147732915366,118.80686158926731,公交站
716,,康居里(公交站),32.00947629257266,118.80136492351879,公交站
717,,浦口电厂旧址(公交站),32.09931250188179,118.7167510070315,公交站
718,,金科院幕府校区(公交站),32.121318737763126,118.80884655023736,公交站
719,,双桥门东(公交站),32.007002664297254,118.79204910287729,公交站
720,,新迪公司(公交站),32.11534302390324,118.82099557344547,公交站
721,,晓庄广场东(公交站),32.11880372281562,118.81511580195007,公交站
722,,合作村(公交站),32.10942918179304,118.82917748368959,公交站
723,,雨花路立交桥(公交站),32.0053096388382,118.77824822823239,公交站
724,,下马坊(地铁)站(公交站),32.04118357431083,118.84307399027082,公交站
725,,下马坊(公交站),32.041099543277596,118.84306698435154,公交站
726,,五马渡(公交站),32.12796090370703,118.78211021346941,公交站
727,,石杨路西(公交站),32.01584405749749,118.81816866657307,公交站
728,,中山陵东(公交站),32.058688032357146,118.84939421840448,公交站
729,,下马坊(中山门大街)(公交站),32.03994296445177,118.84288273266573,公交站
730,,天堂村(公交站),32.02144951471546,118.82678445169152,公交站
731,,白鹭东街(公交站),32.0158268811664,118.73552678506722,公交站
732,,雨花西路(公交站),32.0054967045205,118.76584481502972,公交站
733,,轮渡桥(公交站),32.10790268233493,118.72276355186494,公交站
734,,轮渡桥(临时站)(公交站),32.107895744569646,118.72268662881721,公交站
735,,西云村(公交站),32.005867963530804,118.76173766156103,公交站
736,,康美里(公交站),32.00855945430633,118.80332982874691,公交站
737,,津浦大桥东(公交站),32.10560482917358,118.71978289201377,公交站
738,,公园道·檀园(公交站),32.04660791958379,118.70750669641365,公交站
739,,津浦大桥东(临时站)(公交站),32.105741948986655,118.71968398901033,公交站
740,,月安街·华山路东(公交站),32.02242923306282,118.72505729505144,公交站
741,,晓庄广场(公交站),32.1212009565131,118.81336490972379,公交站
742,,(月安街)华山路东(公交站),32.02244529949621,118.72497336905148,公交站
743,,南山(公交站),32.10727824889912,118.83377228727994,公交站
744,,阳沟街西(公交站),32.09989544938715,118.7141073125201,公交站
745,,小卫街(公交站),32.039449329201645,118.84432755767241,公交站
746,,钟山花园城(公交站),32.03120976879636,118.83877141347828,公交站
747,,万寿村(公交站),32.11201961741422,118.82913114933716,公交站
748,,四松庵西(公交站),32.01159352724666,118.74066739578153,公交站
749,,兴隆大街·黄山路(公交站),32.012861413806064,118.73799006250425,公交站
750,,四松庵东(公交站),32.0106320585106,118.74246713380741,公交站
751,,兴隆大街·泰山路(公交站),32.00949865743326,118.74500798501333,公交站
752,,河西金陵中学北门(公交站),32.01373919866215,118.73609872316503,公交站
753,,兴浦路·浦新路(公交站),32.0989277676425,118.71276620281205,公交站
754,,土城头(公交站),32.00386911679593,118.78810480593312,公交站
755,,大瓜园(公交站),32.11894242782726,118.81976462632834,公交站
756,,高力家居港(公交站),32.11863055632362,118.82039900349262,公交站
757,,汇锦国际北(公交站),32.02700979464149,118.71862446967212,公交站
758,,工程兵学院(公交站),32.021253183239885,118.8298429254375,公交站
759,,路子铺(公交站),32.004064679305856,118.79118489434971,公交站
760,,中山陵(公交站),32.05678002912395,118.85154921227468,公交站
761,,共青团路·普德村(公交站),32.00310065805524,118.7711450536709,公交站
762,,兴隆大街·西城路(公交站),32.00749947129358,118.74899834305657,公交站
763,,白鹭西街(公交站),32.01954357021454,118.72644535478479,公交站
764,,滨江大道·柳洲南路(公交站),32.11358926444581,118.72610094269207,公交站
765,,兴隆大街·江东中路(公交站),32.01583271301216,118.73138604839072,公交站
766,,乐山路北(公交站),32.02480692071838,118.72008003848282,公交站
767,,赛上路(公交站),32.00598889841001,118.75263824751877,公交站
768,,津浦大桥西(临时站)(公交站),32.10662173460419,118.71800782364598,公交站
769,,津浦大桥西(公交站),32.10662173460419,118.71800782364598,公交站
770,,光卡路(公交站),32.00715618052418,118.80564654555548,公交站
771,,河西金陵中学(公交站),32.01365211884575,118.73368090456866,公交站
772,,桥工新村(公交站),32.11624723234603,118.7284408064041,公交站
773,,乐山路·月安街(公交站),32.0242201735277,118.71966155429548,公交站
774,,兴隆大街·燕山路(公交站),32.01816605369837,118.72673523994766,公交站
775,,奥体新城(公交站),32.023490340744175,118.72038582703959,公交站
776,,土岗(公交站),32.117190119637606,118.82510915717336,公交站
777,,浦口公园(公交站),32.10314232978603,118.71391626458102,公交站
778,,小卫街(东)(公交站),32.03713470876784,118.84545190293662,公交站
779,,小卫街东(公交站),32.03709670016396,118.84545190639354,公交站
780,,兴都花园(公交站),32.106218098119534,118.83822148034254,公交站
781,,紫荆公馆北(公交站),32.044443796398056,118.70500086242272,公交站
782,,东苑北(公交站),32.02845967736854,118.83963539097493,公交站
783,,江东中路·兴隆大街(公交站),32.01490954669352,118.72949540967745,公交站
784,,能仁里(公交站),32.002012998631585,118.76318003426019,公交站
785,,清竹园南门(公交站),32.019427938375536,118.72326624482524,公交站
786,,土城头南(公交站),32.00165384900882,118.78896841491941,公交站
787,,上城名苑(公交站),32.10855488589483,118.83728136617597,公交站
788,,汇锦国际西(公交站),32.02548258971837,118.71648316147325,公交站
789,,银杏广场(公交站),32.118707303502134,118.7291190728623,公交站
790,,大瓜园东(公交站),32.11990388252314,118.8236327686778,公交站
791,,苍山路北(公交站),32.02446275380454,118.71707053882872,公交站
792,,纬八立交桥北(公交站),32.00415711936368,118.75124205508561,公交站
793,,石师渡(公交站),32.13238873156544,118.7865955609399,公交站
794,,雨花台东大门(公交站),32.00045772950067,118.78092328866248,公交站
795,,流徽榭站(公交站),32.05426200847773,118.85451449977376,公交站
796,,迈化路·墨香路北(公交站),32.11796151644109,118.8279070209362,公交站
797,,浦口公园西(公交站),32.10560475492043,118.71310013046673,公交站
798,,理工大(公交站),32.03815926341515,118.84866977174086,公交站
799,,市浦口医院(公交站),32.10647723342008,118.71371722043314,公交站
800,,长岛观澜沁园东(公交站),32.04392777346541,118.70279955328962,公交站
801,,兴隆大街·华山路(公交站),32.020808592451054,118.71944810736554,公交站
802,,庐山路·松花江东街(公交站),32.011543383161225,118.73206502330505,公交站
803,,长巷(公交站),32.03116147759468,118.84434434220886,公交站
804,,黄山路·梦都大街(公交站),32.008789777029456,118.73696082311726,公交站
805,,北堡公园(公交站),32.120256359683786,118.72953862618914,公交站
806,,浦园北路·浦东路(公交站),32.10880274397158,118.71550767639991,公交站
807,,民国邮局站(公交站),32.043883637366186,118.85186393035167,公交站
808,,明发滨江新城一期南(公交站),32.1231535548074,118.73429644241988,公交站
809,,城市绿洲(公交站),32.125770986521616,118.81506204988796,公交站
810,,雨花新村(公交站),31.999409231167792,118.77052675247907,公交站
811,,合作村东(公交站),32.1073022735111,118.84101896080227,公交站
812,,紫荆公馆南(公交站),32.04240933276864,118.70286857685676,公交站
813,,墨香路北站(公交站),32.11792610819133,118.8292989633852,公交站
814,,胜利村路(公交站),32.032160196443364,118.8458190460265,公交站
815,,后江沿(公交站),32.00295632976458,118.80400266540853,公交站
816,,香邑美颂(公交站),32.11137636548218,118.71733618093592,公交站
817,,桥荫路南(公交站),32.12038291182307,118.7286622556858,公交站
818,,新马路·浦园路(公交站),32.10415338953082,118.71061673697085,公交站
819,,大明西路(公交站),32.00133470839194,118.79856034024021,公交站
820,,海福巷西(公交站),32.02149928975474,118.83695262386595,公交站
821,,银城东苑(公交站),32.02547424665863,118.84091219371813,公交站
822,,江东中路·梦都大街(公交站),32.01280485970702,118.7281915713702,公交站
823,,苍山路(公交站),32.02302617581591,118.71539375142162,公交站
824,,兴隆大街·苍山路(公交站),32.02189584795986,118.71640758572933,公交站
825,,香榭美颂(公交站),32.11453680097186,118.71959926835942,公交站
826,,香榭美颂东(公交站),32.11502850301042,118.72002674991745,公交站
827,,浦东路4号院西门(公交站),32.10892290944109,118.71355720773424,公交站
828,,燕山路·松花江西街(公交站),32.01550198709602,118.72332854706556,公交站
829,,洪家园西(公交站),31.99973509781354,118.79470042175512,公交站
830,,紫金南苑(公交站),32.025495146661406,118.84199732195579,公交站
831,,滨江大道·明新路(公交站),32.1265980492647,118.73767464242835,公交站
832,,龙头房东(公交站),32.10124617656933,118.70715918755376,公交站
833,,市气象局(公交站),32.039769097969355,118.70261724481988,公交站
834,,阳光雅居北门(公交站),32.12096366385604,118.8271351121998,公交站
835,,养回红村(公交站),31.99790097189666,118.78315371686837,公交站
836,,石杨路·江南明珠(公交站),32.01404933084084,118.82973635706948,公交站
837,,向石南路(公交站),32.0066572854584,118.73696102004514,公交站
838,,秋叶村(公交站),32.00530226933724,118.73966123490851,公交站
839,,玄武军休六所(公交站),32.02933287369547,118.84601066240366,公交站
840,,梦都大街·庐山路(公交站),32.01032740359653,118.72964772460112,公交站
841,,新和源装饰城(公交站),32.0012691804302,118.74990705532271,公交站
842,,香鸢美颂(公交站),32.112107834586354,118.715111875095,公交站
843,,奥体中心北门(公交站),32.01211109306485,118.72611831857581,公交站
844,,苍山路南(公交站),32.021187738886766,118.71448708866697,公交站
845,,雨花南路安德门(公交站),31.9976624558697,118.76235584390936,公交站
846,,雨花南路·安德门(公交站),31.99764346169339,118.7623718568894,公交站
847,,庐山路·青石村(公交站),32.00895392861917,118.72992265833383,公交站
848,,兴兴路(公交站),32.109809011523076,118.84287636534731,公交站
849,,兴卫村(公交站),32.10935576344558,118.84336635461453,公交站
850,,梦都大街·乐山路(公交站),32.014935275614974,118.72050049304138,公交站
851,,洪家园(公交站),31.99807767811787,118.79839232445335,公交站
852,,吉祥庵东(公交站),32.12903741436147,118.81710305643061,公交站
853,,友谊河路(公交站),32.01940599967658,118.83985765594502,公交站
854,,岔路口(公交站),32.09536639006076,118.85418221372757,公交站
855,,卡子门西(公交站),31.995991211947317,118.7873413045795,公交站
856,,卡子门大街西(公交站),31.995970239606336,118.78736434322394,公交站
857,,奥体中心东门北(公交站),32.01012367876649,118.72605755411195,公交站
858,,浦铁一村(公交站),32.10597032562449,118.70702096593344,公交站
859,,滨江沙滩广场(公交站),32.07868604173233,118.6939543419834,公交站
860,,灵谷寺景区(公交站),32.05208781196704,118.86033788872224,公交站
861,,纬八立交桥(公交站),31.9988423365316,118.7478930246921,公交站
862,,雨花南路东(公交站),31.994445067726943,118.77988440978535,公交站
863,,万寿南(公交站),32.12110135915739,118.83396241906584,公交站
864,,梦都大街地铁站南(公交站),32.016712427883355,118.71474716366421,公交站
865,,明江路·明高路(公交站),32.13302642767941,118.74180791012081,公交站
866,,大新华府(公交站),32.09736726640715,118.69882655353251,公交站
867,,吉祥庵(公交站),32.13169289206927,118.81708677849534,公交站
868,,胜利村路东(公交站),32.02558670288673,118.84885424679915,公交站
869,,燕子矶三台洞(公交站),32.13872420996518,118.79546801985069,公交站
870,,滨江大道·平江大街(公交站),32.07601297914367,118.69065004911279,公交站
871,,恒山路·新安江街(公交站),32.00420660977228,118.73031982340332,公交站
872,,威尼斯水城三街区南(公交站),32.13717014152432,118.74797922456595,公交站
873,,卡子门(公交站),31.992715000240008,118.79114787318413,公交站
874,,新安江街(公交站),32.004005702006005,118.72839822599526,公交站
875,,桥荫路·浦珠北路(公交站),32.127890306891295,118.72577190010944,公交站
876,,宁南小区(公交站),31.991364580926806,118.78324645388926,公交站
877,,宁南小区西(公交站),31.990978756235112,118.78109940664443,公交站
878,,晏公庙(公交站),32.03567108319862,118.858849126053,公交站
879,,紫荆花路(公交站),31.99077742137652,118.77750160028516,公交站
880,,安德门地铁站(临时站)(公交站),31.99264434950499,118.75689109890486,公交站
881,,浦珠北路·大桥北路(公交站),32.127064533565,118.72269284544008,公交站
882,,浦珠北路·乐华路(公交站),32.12315912510492,118.7169165961363,公交站
883,,恒山路北(公交站),32.00234603130258,118.72886303032251,公交站
884,,南浦路·江山路(公交站),32.133036045070156,118.73294525503537,公交站
885,,花神庙(公交站),31.99041741075402,118.77288710614917,公交站
886,,公交车辆厂(公交站),31.995032319024382,118.74488732674011,公交站
887,,菊花台(公交站),31.99241000636887,118.75346375451309,公交站
888,,乐府江南西(公交站),32.09942953635585,118.6951102263191,公交站
889,,瑞福大街·寅春路(公交站),32.11822116774254,118.84490950271173,公交站
890,,卡子门大街南(公交站),31.99057665089838,118.79256149559924,公交站
891,,双拜岗西(公交站),32.033189175540976,118.86005718180031,公交站
892,,菊花台公园(公交站),31.99077987148938,118.75678422072802,公交站
893,,燕新路·瑞平街(公交站),32.11667814115552,118.84808156369212,公交站
894,,宜馨苑(公交站),32.11358658281761,118.70356983016583,公交站
895,,奥体中心南门(公交站),32.006669554774476,118.71818485679762,公交站
896,,浦欣家园(公交站),32.10969454672703,118.69898513020084,公交站
897,,绿洲新岛西(公交站),32.029068118904256,118.69450785205738,公交站
898,,江东中路·富春江西街(公交站),32.00282512347472,118.72090517752721,公交站
899,,富春江西街(公交站),32.003099638185176,118.72040269114078,公交站
900,,毛纺厂路东(公交站),32.136051592237614,118.73097817700446,公交站
901,孝陵卫街200号南京理工大学,南京理工大学(南大门),32.02533916943951,118.85169732191827,大学
902,雨山西路86号南京审计大学浦口校区附近,南京审计大学图书馆(正门),32.06468513731344,118.6032540324249,大学
903,宁六路219号,南京信息工程大学(东门),32.20766377360695,118.72178427763497,大学
904,仙林大学城文苑路一号,南京师范大学仙林校区行健楼(东门),32.10348104526337,118.90624708268454,大学
905,学林路2号,南京师范大学仙林校区(8号门),32.11605968892953,118.9031515620474,大学
906,文苑路1号,南京师范大学仙林校区(1号门),32.10234521325401,118.9075593452303,大学
907,S122(宁杭公路),南京农业大学卫岗校区(东北门),32.039941473144744,118.8414479337693,大学
908,西康路1号河海大学,河海大学会堂(东门),32.05965736402246,118.7585077273424,大学
909,成贤街97号,东南大学医院(西门),32.05420005927659,118.7904961223762,大学
910,文苑路3号南京财经大学仙林校区内南京财经大学图书馆(文苑路)附近,南京财经大学仙林校区图书馆(西北门),32.11111557563431,118.91890046861025,大学
911,汉口路18号附近,南京大学综合科(南门),32.05590518958042,118.77468112838261,大学
912,孝陵卫街200号南京理工大学437幢,南京理工大学化工学院(西南门),32.02963049033453,118.85727221376598,大学
913,卫岗1号,南京农业大学田径场(西北门),32.03368061853362,118.83837238722825,大学
914,孝陵卫街200号-364幢,南京理工大学化工学院(西门),32.02962783812298,118.85410304544982,大学
915,孝陵卫街200号南京理工大学南京理工大学,南京理工大学(2号门),32.03728608759278,118.85118634559927,大学
916,花园路8号,南京林业大学(东门),32.08088187950726,118.81778992115777,大学
917,新模范马路30号,南京工业大学(南门),32.07963121310157,118.7704552761772,大学
918,湖南路丁家桥87号,东南大学丁家桥校区(南门),32.07472343386506,118.77181715918644,大学
919,仙林大道163号南京大学仙林校区南京大学仙林校区医院(九乡河东路)附近,南京大学医院(东南门),32.11757754528559,118.94816717899472,大学
920,汉口西路67号,南京师范大学随园校区(北1门),32.05700349135542,118.7598727504316,大学
921,,南京农业大学运动场(东门),32.03347844610181,118.83942451431629,大学
922,孝陵卫街200号,南京理工大学档案馆(南门),32.03129283308322,118.85061989104074,大学
923,敏行路与文澜路交叉口东100米,南京财经大学仙林校区培训楼(东南门),32.10677818508259,118.91098831376111,大学
924,文苑路3号,南京财经大学仙林校区(东南门),32.10635338669623,118.92103106172412,大学
925,抄纸巷与游府西街交叉口西北50米,南京广播电视大学(南门),32.04101227144663,118.78347822820926,大学
926,北圩路81号,农银大学江苏分校(东北门),32.0424263739356,118.74845405007555,大学
927,北京西路9号附近,南京大学软件学院(南门),32.0602066750064,118.77325608571412,大学
928,孝陵卫街200号南京理工大学551幢,南京理工大学医院(南门),32.032886352883516,118.84641209118494,大学
929,卫岗1号,南京农业大学医院(西南门),32.035538743771546,118.84217575815721,大学
930,佛城西路8号河海大学江宁校区,河海大学江宁校区(南门),31.913497700163834,118.78077707037923,大学
931,锁金二村21幢,南京大学公寓(东北1门),32.07489669866087,118.81026572200913,大学
932,学海路东150米,南京邮电大学仙林校区博雅楼(西门),32.11080569715735,118.92412411194987,大学
933,西康路1号附近,河海大学环境学院(西南门),32.057884647708406,118.7555274675876,大学
934,仙林大道138号,南京中医药大学(北门),32.1071340401598,118.93896795005968,大学
935,文澜路89号,南京理工大学紫金学院(东南门),32.12507767656908,118.92991398511522,大学
936,东来路与环园西路交叉口东100米,苏宁大学(北门),32.08908448864216,118.88803876588103,大学
937,汉口路22号南京大学鼓楼校区附近,南京大学考试中心(东门),32.05694144798051,118.77470806457166,大学
938,锁金二村22栋,东南大学公寓(东北门),32.07411694897556,118.81049626864801,大学
939,江东北路399号,江苏开放大学(东北门),32.06585906424212,118.73328229347857,大学
940,西康路1号,河海大学医院(东北门),32.055223996748474,118.75230760344886,大学
941,和谐路与学子路交叉口东150米,南京林业大学体育场(西北门),32.08272839995609,118.81082515825749,大学
942,西康路1号河海大学,河海大学水电馆(东门),32.05849702394344,118.75335061126746,大学
943,孝陵卫街200号南京理工大学233幢,南京理工大学体育部(西门),32.029349671412035,118.84892202830729,大学
944,孝陵卫街200号南京理工大学118幢,南京理工大学科技会堂(南门),32.03357287165466,118.85222849688569,大学
945,东海路与珠江路交叉口西南200米,河海大学商学院(南2门),31.914036225675986,118.78268473036285,大学
946,孝陵卫街200号南京理工大学,南京理工大学图书馆(北门),32.028141340358204,118.85139754473394,大学
947,鹏山路9号,江宁大学城商贸中心(东北门),31.91920576147957,118.89000366213351,大学
948,虎踞路88号,河海大学设计院(西北门),32.05821606932408,118.75638680862569,大学
949,东南路与两江路交叉口东南50米,南京大学医学院(西南门),32.057621558215686,118.77652020220044,大学
950,南苑路与龙宫路交叉口南100米,南京理工大学实验小学(西1门),32.03222683257529,118.84382424956507,大学
951,学衡路28号,南京师范大学附属实验学校(西南门),32.100771405115175,118.90851381923251,大学
952,西康路1号河海大学,河海大学印刷厂(南门),32.059090780263176,118.75517621318231,大学
953,虎踞路88号河海大学,河海大学设计院(西南门),32.0582340543865,118.75634178670465,大学
954,西康路1号河海大学,河海大学水电馆(西北门),32.058580062756256,118.75341662483063,大学
955,西康路1号河海大学,河海大学信息馆(东北门),32.05729360331593,118.7557476144722,大学
956,学子路与翠竹路交叉口东南200米,南京林业大学篮球场(西门),32.082734885555794,118.81218397430784,大学
957,清江南路89号附近,南京大学国家大学科技园(东南门),32.039854615418825,118.72450318836076,大学
958,仙霞路50,河海大学幼儿园(南门),32.0589536916871,118.75944431757827,大学
959,华水路与河海路交叉口北150米,河海大学北教(西门),32.05934760446602,118.75453794345033,大学
960,华水路与河海路交叉口东南200米,河海大学网络馆(南门),32.05682151616657,118.7557916768463,大学
961,华水路与河海路交叉口东100米,河海大学水利馆(西南2门),32.05792549757997,118.75511029477177,大学
962,汉口路22号南京大学鼓楼校区科研楼主楼13层南京大学鼓楼校区出版社附近,南京大学科研楼(北门),32.060484854623795,118.7733731924655,大学
963,进香河路35号,东南大学幼儿园(东门),32.05827081235268,118.78548266395579,大学
964,璇子巷59号,南京市职工大学(东北门),32.01926793131631,118.77564566197292,大学
965,白下路314号,金陵老年大学(东北2门),32.02952753542999,118.79052243534606,大学
966,G42沪蓉高速出口129号附近,南京理工大学科技园(西南门),32.024430603954094,118.85963433923553,大学
967,金沙井34号,南京秦淮开放大学(西南门),32.02406442161868,118.7769087829282,大学
968,中心村130号,金陵科技学院幕府校区(东南门),32.12259176703327,118.80704978037288,大学
969,航空航天大学金城学院正门对面,喜得美(金城学院店),31.702145659924135,118.87661268687462,大学
970,挹江门街道福建路洪庙巷3-1号南,财经大学南大门便利店,32.08494259013933,118.75797310426728,大学
971,理工大学友谊路100号(友谊路菜场大门口),田麦坊蛋糕烘焙(品硕广场店),32.02246333401032,118.8472315594765,大学
972,汉中路146号友谊楼(南京医科大学正门旁、上海路站2号口),南京医科大学友谊整形外科医院,32.044807937561245,118.76863869705214,大学
973,葛关路625号南京科技职业学院正门对面,鹿角戏(奶茶店),32.232650747758285,118.74401334342654,大学
974,宁海路122号南京师范大学南师正门对面,雨涵酸菜鱼,32.055750837897456,118.76676196617865,大学
975,仙林大学城文澜路28号南京森林警察学院正门邮局,菜鸟驿站(南森正门邮局),32.11019301171789,118.91491222721257,大学
976,南京机电学院大门口(宝善寺九十路底站),喜得美(机电学院店),32.011451541205,118.90025209581042,大学
977,南京工业大学正门向东200米慕斯荟广场2楼,宇飞(飞踏网咖工业大学店),32.09415260550597,118.63759151214245,大学
978,龙蟠路100号南京邮电大学锁金村校区情侣园大门左手边,蒂米雪,32.07253209237365,118.80910956482782,大学
979,玄武湖街道花园路15号(森林警察学院大门旁),汉仪轩广告,32.08379486767782,118.81852020214028,大学
980,孝陵卫街道钟灵街50号(紫金山)苏省农业科学院大门左侧,韵之乐艺术工作室,32.04065454862406,118.86445676237774,大学
981,G42沪蓉高速出口129号附近,南京理工大学科技园(西南门),32.024430603954094,118.85963433923553,大学
982,卫岗1号,南京农业大学田径场(西北门),32.03368061853362,118.83837238722825,大学
983,西康路1号河海大学,河海大学信息馆(东北门),32.05729360331593,118.7557476144722,大学
984,华水路与河海路交叉口东100米,河海大学水利馆(西南2门),32.05792549757997,118.75511029477177,大学
985,汉口路22号南京大学鼓楼校区科研楼主楼13层南京大学鼓楼校区出版社附近,南京大学科研楼(北门),32.060484854623795,118.7733731924655,大学
986,孝陵卫街200号南京理工大学,南京理工大学图书馆(北门),32.028141340358204,118.85139754473394,大学
987,孝陵卫街200号,南京理工大学档案馆(南门),32.03129283308322,118.85061989104074,大学
988,东海路与珠江路交叉口西南200米,河海大学商学院(南2门),31.914036225675986,118.78268473036285,大学
989,S122(宁杭公路),南京农业大学卫岗校区(东北门),32.039941473144744,118.8414479337693,大学
990,佛城西路8号河海大学江宁校区,河海大学江宁校区(南门),31.913497700163834,118.78077707037923,大学
991,北圩路81号,农银大学江苏分校(东北门),32.0424263739356,118.74845405007555,大学
992,文苑路3号,南京财经大学仙林校区(东南门),32.10635338669623,118.92103106172412,大学
993,学子路与翠竹路交叉口东南200米,南京林业大学篮球场(西门),32.082734885555794,118.81218397430784,大学
994,孝陵卫街200号南京理工大学118幢,南京理工大学科技会堂(南门),32.03357287165466,118.85222849688569,大学
995,和谐路与学子路交叉口东150米,南京林业大学体育场(西北门),32.08272839995609,118.81082515825749,大学
996,清江南路89号附近,南京大学国家大学科技园(东南门),32.039854615418825,118.72450318836076,大学
997,卫岗1号南京农业大学国际学术报告厅附近,南京农业大学图书馆(东南门),32.03546847109199,118.83974797839586,大学
998,中山北路243号,南京邮电大学宿舍(东北门),32.075139804203616,118.76214454008353,大学
999,卫岗1号南京农业大学,南京农业大学行政楼(西南门),32.033931900866335,118.83793949205572,大学
1000,青岛路32号,南京大学附属中学初中部(东门),32.05425007151158,118.77297431901,大学
1001,胜太西路179号,南京航空航天大学(北门),31.94453716919465,118.78197891702014,大学
1002,南瑞路西100米,南京邮电大学礼堂(西门),32.08310971729909,118.76665534356384,大学
1003,虎踞关与西康路交叉口西100米,河海大学河海馆(北门),32.056941304516464,118.75755648309091,大学
1004,厚生路与笃行路交叉口南50米,南京医科大学体育场(东门),31.94423684406589,118.88385904121513,大学
1005,厚生路与敏行路交叉口西50米,南京医科大学篮球场(北门),31.943329558128738,118.883712044145,大学
1006,华银路25号,南京师范大学附属中学(西南门),32.117931226292725,118.85368432519871,大学
1007,新模范马路66号,南京邮电大学体育场(东北门),32.08278781750485,118.76557545083578,大学
1008,中大路与汉口路交叉口南150米,南京大学校园卡管理中心(东门),32.05466576917756,118.77548420258901,大学
1009,鼓楼街83号,南京大学附属中学(东北门),32.06281978303549,118.77567768487964,大学
1010,三号路与北区二号路交叉口东南50米,南京师范大学环境学院(南门),32.11693195616968,118.9097943777249,大学
1011,孝陵卫街200号,南京理工大学自动化学院(西门),32.02701786480942,118.85725141743202,大学
1012,文苑路9号南京邮电大学仙林校区南京邮电大学仙林校区-校史陈列馆附近,南京邮电大学圆楼(西门),32.109345231051904,118.92659725674937,大学
1013,和谐路与学子路交叉口东50米,南京林业大学体育馆(2号门),32.08216718497181,118.80967183412154,大学
1014,孝陵卫街200号南京理工大学,南京理工大学青年教工公寓(北门),32.03514006797174,118.8483554736084,大学
1015,雨山西路99号,南京审计大学浦口校区(东南1门),32.061866167644794,118.60758289952551,大学
1016,上海路9号11幢附近,南京医科大学门诊部(南门),32.04630860070389,118.7701440374431,大学
1017,南瑞路10临附近,南京邮电大学学生宿舍(西南1门),32.083820805044034,118.76657420686755,大学
1018,孝陵卫街200号南京理工大学719幢,南京理工大学附属幼儿园(东北门),32.03834660040493,118.84701972622318,大学
1019,孝陵卫街200号南京理工大学100幢,南京理工大学国际教育学院(东门),32.03152592397069,118.85127802866174,大学
1020,孝陵卫街200号372幢附近,南京理工大学机械工程学院(西门),32.02718138911098,118.85417538832966,大学
1021,长江后街6号,东南大学国家大学科技园(南门),32.048539448280515,118.7929087769721,大学
1022,孝陵卫街200号,南京理工大学绿色体育园(东门),32.02845654296775,118.85021442891228,大学
1023,孝陵卫街200号,南京理工大学知行驿(北门),32.02656735949715,118.84728428468753,大学
1024,察哈尔路37号,南京师范大学附属中学(西北2门),32.07987911098716,118.75120304361494,大学
1025,两江路与中大路交叉口西北100米,南京大学人才工作办公室(东门),32.05843976095679,118.77468990484238,大学
1026,孝陵卫街200号南京理工大学360幢,南京理工大学民爆楼(西门),32.03083302791443,118.85404684196905,大学
1027,孝陵卫街200号,南京理工大学工程训练中心(西门),32.027995225343844,118.85528215049942,大学
1028,孝陵卫街200号南京理工大学79幢,南京理工大学经济管理学院(南门),32.03172292692164,118.8545105364492,大学
