0,地址,名称,维度,经度,类型
2246,汉中路与螺丝转湾交叉口南50米,金鹰国际购物中心新街口店(西北门),32.04379791984968,118.77316249459555,商场
2247,西门子路19号购好超市,购好超市(西门子路店),31.93843280399458,118.81847035934635,商场
2248,九龙湖路1号,颐和南园(西门),31.916026006249236,118.812666203398,商场
2249,409乡道东50米,竹丝巷超市店(西北门),31.37450457679276,118.92592042605774,商场
2250,万原东路与石羊路交叉口东100米,章村生态花卉超市(西南门),31.97309241698978,118.85061415212446,商场
2251,鼓楼二条巷13号,苏果便利(西门),32.06209056491253,118.77372344333509,商场
2252,渔歌南路与蒲塘桥大道交叉口北200米,立奥商城运营中心(西南门),31.567756443102237,118.98787072332084,商场
2253,安德门大街35号附近,山姆会员商店(西南门),31.98145731452754,118.75808872629845,商场
2254,白果南路39号,仁和菜场(西门),32.341208401653326,118.84558438420409,商场
2255,三牌楼中山北路259号(江苏省旅游局西北),南京饭店(西北门),32.07698799560547,118.7601110456072,商场
2256,东山街道武夷商城西门2-2号,新爱婴早教中心,31.96790845200188,118.81357837764757,商场
2257,中电颐和家园四期西门世纪华联超市旁,moon house全球购,32.099791223686736,118.81095586382759,商场
2258,尧化街道天悦花园西大门快递超市,菜鸟驿站(南京天悦花园西大门店),32.05544835228726,118.89213775606721,商场
2259,珠江路511号雄狮电子商城西门1D16号,南京鲁鑫皖办公设备有限公司,32.050413512751454,118.79396846688718,商场
2260,珠江路511号雄狮电子商城A332-A333雄狮电子商城西门,雄狮手机维修,32.050059854258194,118.7942369755859,商场
2261,润发路9号百顺发超市怡景园小区西门,良图广告,32.00081831845065,118.87471015530811,商场
2262,临泉村花园88号盛泉新城005幢105室,好又多超市(城区西门路店),32.11279706088295,118.67708119025995,商场
2263,大西门街14-14号,公园超市(大西门街),31.654513736816146,119.01696514561077,商场
2264,东新北路212号紫峰公馆01号门面(紫峰西门华联超市往北),妍姬美容SPA(直营店),31.967112876189343,118.84681680581559,商场
2265,金地明悦西门,英子水果超市,32.135323815541625,118.88378772636551,商场
2266,开发区秦淮路欧尚超市西门1栋1层206-JN1014号-4号铺,小杨生煎(南京江宁欧尚店),31.954462594603577,118.81261960480248,商场
2267,汉西门大街4号附近,宝东超市,32.042562200554336,118.7630722121772,商场
2268,岔路口双龙大道577号名嘉佳园小区12号楼101室(中国邮政储蓄往北50米近武夷商城天骄阁西门),大脚板足疗保健(双龙大道店),31.96843741678016,118.8134931513998,商场
2269,水西门大街,百家超市(水西门大街店)(装修中),32.03320508586738,118.75780180143552,商场
2270,大西门街荷花塘2号,华润苏果超市(溧水大西门分店),31.6553112138908,119.01928620552191,商场
2271,高新技术开发区天润城十二街区4栋,菜市场超市,32.15402885319109,118.72352053440288,商场
2272,东新北路紫峰公馆西门南侧,购好生活超市(紫峰公馆店),31.965642689345717,118.84873746463074,商场
2273,化工园区六合区化工园区六合区大厂湛水路,上海华联超市(百悦家店),32.2151164138252,118.75192366078872,商场
2274,东山街道南京市江宁区高新园竹山路246号17栋101,世纪华联超市(江山大厦西北门店),31.944620251704826,118.83956385341244,商场
2275,百润路旭日上城36栋112室(桥北侧),好又多超市,32.14142560065226,118.72760312067568,商场
2276,水西门大街汉中门大街95号,91生鲜生活超市(水西门旗舰店),32.03647284793769,118.74411454849836,商场
2277,水西门大街203-1号,好又多超市(水西门大街),32.03526077818716,118.74864573408182,商场
2278,秣陵街道殷富街375号中冶天城5-106理想超市,菜鸟驿站(南京中冶天城西门店),31.915179498967543,118.8389212349608,商场
2279,星海路8号万达紫金明珠西门15栋,芙蓉兴盛便利超市(紫金明珠食品百货店),32.016386551051866,118.8532738454369,商场
2280,安德门大街35号附近,山姆会员商店(西南门),31.98145731452754,118.75808872629845,商场
2281,中电颐和家园四期西门世纪华联超市旁,moon house全球购,32.099791223686736,118.81095586382759,商场
2282,秣陵街道殷富街375号中冶天城5-106理想超市,菜鸟驿站(南京中冶天城西门店),31.915179498967543,118.8389212349608,商场
2283,润发路9号百顺发超市怡景园小区西门,良图广告,32.00081831845065,118.87471015530811,商场
2284,中电颐和家园睿域13幢文四路中间红绿灯左拐四期西门旁,世纪华联超市(颐和店),32.099882339340546,118.81100896528577,商场
2285,东新北路紫峰公馆西门南侧,购好生活超市(紫峰公馆店),31.965642689345717,118.84873746463074,商场
2286,三牌楼中山北路259号(江苏省旅游局西北),南京饭店(西北门),32.07698799560547,118.7601110456072,商场
2287,金地明悦西门,英子水果超市,32.135323815541625,118.88378772636551,商场
2288,莱茵达路11-5号广汇花园西门,芙蓉兴盛便利超市(莱茵达路便利店),31.94713600773366,118.84970588332709,商场
2289,凤凰南路367号(娱谈地带东北),好又多超市(凤凰南路店),32.21536319394139,118.75440241432737,商场
2290,文昌街五街坊5栋1单元402室(近六合西门大润发超市),芯美颜形象定制生活馆,32.346959320914564,118.83256880696804,商场
2291,凤凰东路115号,好又多超市(大厂凤凰东路店),32.221374400630374,118.75787838943573,商场
2292,上城路旭日上城一期西门36栋102室,芙蓉兴盛便利超市(旭日上城便利店),32.14145632924889,118.72803078199055,商场
2293,水西门大街10-2号,天通物资有限责任公司水西门第一机电商店,32.03192767075995,118.76571927084714,商场
2294,宏运大道左邻右里西门,为佳超市,31.959744529948647,118.8023734268922,商场
2295,天华南路天润城七街区西门049栋122室,桃花源超市,32.147968948843555,118.71983590528187,商场
2296,十二街区南西门西侧爱尚造型二楼(好又多超市旁边),贝比乐婴儿游泳馆(天润城十二街区店),32.15417032127189,118.72422785183035,商场
2297,宏力花苑西门,伟业烟酒超市,31.65196956187772,119.03113558644664,商场
2298,长江路257号(西门),宏大灯饰批发商城,32.348740989544915,118.82595367776791,商场
2299,兴隆大街与扬子江大道交叉口西100米,源江海鲜超市绿博园店(西南门),32.02542862205901,118.70866887880447,商场
2300,武夷花园西门东山滨河街区9栋(门朝西),夕柔超市,31.960585918317374,118.82169819231578,商场
2301,汉中路89号金鹰国际购物中心L1层,金鹰国际购物中心(西2门),32.04328575824557,118.77505173262638,商场
2302,淳溪镇胥河路88号金地康城西门,合家福超市,31.337605331565975,118.8859670829456,商场
2303,珍珠路商城农贸市场111号,水西门鸭子店(阳光帝景店),32.106969597557985,118.6788398919467,商场
2304,秣陵街道欣旺花苑西门1-9号,小陈水果超市(金龙街店),31.838124754776533,118.83456836077687,商场
2305,龙蟠中路260号,中央金城仓储超市(西北1门),32.035189267170885,118.79782786940218,商场
2306,内环东线236号附近,中央金城仓储超市(西北2门),32.03630184339188,118.79802513413563,商场
2307,沿江街道华北路2号(天润城十二街区西门),易好购超市,32.154361136240816,118.72324177289563,商场
2308,天保桥路8号长盛东苑小区西门,好又多生活超市(天保桥路),31.945304541570774,118.68146505378427,商场
2309,沿江街道百润路8号天润城十三街区,好又多超市(天润城十三街区店),32.15829721716344,118.72990483604502,商场
2310,光华路2号黄埔鑫园西门西门门面,鑫茂源水果超市,32.02077799569891,118.81048913698564,商场
2311,"宝华路,弘阳旭日爱上城5区,世纪华联超市旁边",水西门盐水鸭(宝华路店),32.1398041727341,118.71703690691056,商场
2312,湖山路天元吉第西门4栋104室,好邻居水果超市(天元吉第城店),31.949038956376693,118.864833545092,商场
2313,大石坝街128号(近一品嘉园西门),秦淮人家(堂人街店),32.0217916290676,118.78624820868112,商场
2314,水西门大街153附近,世纪华联(水西门大街店),32.03346189753422,118.7548204438262,商场
2315,天印大道成山公寓西大门1255号,芙蓉兴盛便利超市(天印大道便利店),31.946833599505723,118.86177851254443,商场
2316,卡子门大街29号红星美凯龙F2层,红星美凯龙,31.992047250044813,118.79337778476011,商场
2317,盛泉新城西门,王老五生鲜农产品超市,32.11084964375055,118.67497299976628,商场
2318,天宇路,家合美百货店,32.03112037302665,118.90323222423575,商场
2319,商城路与复兴路交叉口东50米,兰荷苑(西3门),32.34415529998729,118.82397889335006,商场
2320,北京西路76号三号门面,百家超市(南艺店),32.061563580595305,118.74791122761287,商场
2321,西厂门凤凰东路11号,飞翔信鸽用品商城,32.2190955149086,118.7565599586008,商场
2322,孝陵卫晏公庙西村1号门南边,霞辉平价超市(晏公庙),32.035052161088316,118.85688009923484,商场
2323,湖山路369号(公交车站)天元吉第城西门,58优品,31.950836666650574,118.86426161572626,商场
2324,苜蓿园苜卫路31号小区西门,老翁烟酒店(苜卫路店),32.040222893912116,118.82844425131043,商场
2325,秦淮大道159号阳光家苑西门,好又多购物(阳光家苑社区店),31.6558467294622,119.03995099127694,商场
2326,卸甲甸杨新路湖滨新寓西门,湖滨烟酒百货(城区南钢湖滨路店),32.20441793145685,118.73293462535027,商场
2327,后宰门西村23号后宰门公交车站旁苏果超市社区店二楼,南京快乐营青年创客公寓,32.04903096668642,118.81298172191617,商场
2328,浦珠北路17号附近,新奇特(西北门),32.12682730898213,118.72290965298774,商场
2329,湖西街1-3湖心花园西门口,切切吧(水西门大街店),32.03521656273933,118.74625058712864,商场
2330,大厂草芳路590号兰亭苑西大门,九品锅火锅烧烤食材超市,32.22968759950698,118.74172993338087,商场
2331,宏运大道1835附近,武夷商城天骄阁(西南1门),31.967262087799064,118.81615985352757,商场
2332,双龙大道与宏运大道交叉口北50米,武夷商城天骄阁(西南3门),31.967678395292765,118.81357639448501,商场
2333,江东中路237号中央商场(河西店)F1层,中央商场河西店(出入口),32.00961197532262,118.72689889491245,商场
2334,浦马路珍珠花苑北侧商城小区,水西门小崔卤菜店,32.11269645482165,118.67686068220553,商场
2335,江东中路237号中央商场(河西店)F1层,中央商场河西店(出入口通往停车场),32.00847190663963,118.72661623430002,商场
2336,大厂街道西厂门老吴家洼51号,四季烟酒百货商店,32.21630360639014,118.75206758804751,商场
2337,胜太西路托乐嘉乐尚明珠商业广场负1楼(南航北门苏果超市楼下),东北大姐水饺(托乐嘉店),31.946416762305795,118.77968555334655,商场
2338,汉口西路180号牛顿公园2楼和3楼(南师大4号门对面好的超市楼上),及物艺空间(随园店),32.057190733383194,118.7602339519749,商场
2339,大西门街苏果超市对面,日杂百货(大西门街),31.654847914703847,119.01938790677089,商场
2340,永阳镇大西门街1-10号小苏果超市对面,创美美容美发用品批发(大西门街),31.654877347887087,119.01923342334554,商场
2341,科巷苏果超市北门对面,水西门李记瘦型鸭子店,32.04005061030952,118.79098224441674,商场
2342,白马镇白马中学下面修辉商店,菜鸟驿站(南京白马桥西街22号门店),31.58129946438368,119.16855795210351,商场
2343,五塘苏果超市(五塘村社区店),中央北路126号院(西南3门),32.107989236765405,118.77555936866825,商场
2344,栖霞街道摄山星城农贸市场B1号门面房,水西门瘦型鸭第六分店(摄山星城店),32.14420417490042,118.99874545692842,商场
2345,龙园西路5号白云园小区(北门)附近,龙江体育用品商店,32.058018451388115,118.73871164412694,商场
2346,江东中路237号中央商场(河西店)B2层,中央商场河西店停车场(出入口),32.00887476809704,118.72695391780502,商场
2347,江东中路237号中央商场(河西店)B3层,中央商场河西店停车场(出入口),32.00872681158807,118.72684002514335,商场
2348,清凉门大街18号苏果超市旁,锦江之星旅馆南京清凉门店(西南门),32.048801603657296,118.74510534716713,商场
2349,莫愁湖西路4-1号,世纪华联超市(莫愁西路店),32.03565536442336,118.75136717370283,商场
2350,水西门大街242-4号,购好便利(水西门大街店),32.03496443157915,118.7522604641795,商场
2351,锁金村苏果超市(锁金村标超店),锁金一村(西北门),32.07367440687276,118.81025080330174,商场
2352,大西门街106-3号,佳得利便利店(大西门街店),31.654277976726966,119.01582706777761,商场
2353,北漪园住宅小区(苏果超市东北),北漪园住宅小区(东北门),31.330183405783632,118.87844216173566,商场
2354,凤凰西街227号(近乾源渔港),好又多超市(凤凰西街店),32.04320954813274,118.74843597570735,商场
2355,朝天宫西街67号,好又多超市(朝天宫西街店),32.0379527765179,118.76667553408281,商场
2356,龙蟠路111号南京站F3,好又多超市(韶山路288号小区西),32.087389302333214,118.7931486220698,商场
2357,朝天宫西街75-7号,亦鲜果水果超市(朝天宫西街),32.03797232036541,118.76608402105367,商场
2358,丹凤街北门桥估衣廊长江花园1号地下室2-1号(近华联超市),西部啤酒牛扒城(北门桥店),32.05053661050863,118.7820833196399,商场
2359,文体路东升村9号三栋,世纪华联超市(晔园西北),32.02329961456458,118.75491441911007,商场
2360,汉北街与胜棋街交叉口西北50米,世纪华联超市(西寇旗舰店),32.04269979649409,118.75427838821228,商场
2361,龙蟠路79-32-33号,世纪华联超市(龙蟠路总店),32.09155482911066,118.78461226681868,商场
2362,罗廊巷1号(罗廊路),世纪华联生活超市(止马村西北),32.03719766961797,118.76545656556027,商场
2363,一条巷与文德路交叉口南50米,金浦购物中心西门(南京),32.06118474325613,118.62395125902934,商场
2364,文云巷东段与百子亭交叉口西50米,世纪华联超市(华江饭店店),32.07002106239059,118.77978230935612,商场
2365,龙园西路41号西70米,龙凤超市,32.061615963927345,118.7362512294786,商场
2366,雨花西路121号龙翔百货B楼,龙翔百货市场(服饰百货),32.00142011651972,118.76355836983622,商场
2367,北圩路77号,江苏省教育超市(南京审计学院便利店),32.042223146525814,118.74623593896271,商场
2368,朝天宫西街1号,华润苏果(朝天宫西街),32.03634668701674,118.76823809939614,商场
2369,龙园中路与龙园西路交叉口东50米,世纪华联超市(龙园中路店),32.06228578173426,118.7372867488913,商场
2370,龙园西路23号,范商店,32.05748789135328,118.73673840889629,商场
2371,朝天宫西街张公桥2号,好又多超市(张公桥店),32.037784884206715,118.7655656017893,商场
2372,朝天宫西街46号-11,永硕烟酒生活超市,32.037532310889816,118.76746027254207,商场
2373,朝天宫西街98号,货郎先生义乌小商品直销超市(南京朝天宫店),32.03828587873995,118.76670953313595,商场
2374,来凤街54号(苏虹菜市场旁),天天鲜水果超市(来凤街),32.024943201437374,118.76588205243206,商场
2375,朝天宫西街69号,6ELEVEN(朝天宫西街店),32.03806673846546,118.76659445266205,商场
2376,汉西门大街4号,嘉农水果,32.04304140442473,118.76321627360332,商场
2377,奥体中心,西便门便利店,32.01071254399888,118.71253067478408,商场
2378,汉西门大街26号附近,三零生鲜,32.04304140442473,118.76321627360332,商场
2379,南京财经大学三牌楼校区西门门口,7-ELEVEn(铁路北街店),32.08771466883989,118.75431023392392,商场
2380,将军大道133号(英华达公司西门厂房B1层),好的便利店(英华达店),31.903424013927882,118.78650146505738,商场
2381,奥林匹克体育中心西门,好的(奥体中心店),32.01123826207022,118.71752421466071,商场
2382,铺岗街殷巷新寓西门263栋,雨林鲜果(殷巷店),31.920148410489396,118.83112980726817,商场
2383,凤凰街55-7号,锅圈食汇(凤凰街店),32.045541660026075,118.7549103617803,商场
2384,邱村街68号金陵中学西门,绿叶百货店,31.93813453667993,118.68723860239635,商场
2385,凤凰街道凤凰西街301号,苏果好的便利店(凤凰三村店),32.042871820490916,118.73980972099055,商场
2386,嫩江路凤凰西街269号,红山蓝天平价水果店(第二分店),32.042692396457284,118.74223820652001,商场
2387,行健路与龙云路交叉口东北100米,鲁西南综合批发零售商店,32.05842337814814,118.73941339300583,商场
2388,漓江路与银城街交叉口西北100米,好的(银城街三代便利店),32.056130204429934,118.73069077393235,商场
2389,仙林街道衫湖西路9号香樟园南门,瑞庭便利,32.101551050797546,118.91515774940378,商场
2390,水西门大街159号西大门,红梅烟酒茶(南湖路),32.03394821032801,118.75229556773502,商场
2391,漓江路48号中保绿苑b3幢,苏果好的便利店(漓江路中保绿苑店),32.058236869551635,118.73224659622147,商场
2392,水西门大街255号,松鼠便利(水西门大街店),32.036138214922104,118.74023923113238,商场
2393,水西门大街354号,好的(水西门大街店),32.03675589087875,118.7449994658998,商场
2394,汉中门大街87号圣鹰大厦1楼,好的(水西门大街),32.03960193626052,118.74979249387889,商场
2395,,苏果好的便利店(水西门大街店),32.03588613131912,118.7499948718916,商场
2396,凤凰西街中海凤凰熙岸2期南门9-15号,便利蜂(中海凤凰熙岸2期南门店),32.044202824976836,118.74884293074489,商场
2397,湖西街与集庆门大街交叉口西150米,南京南湖便民店,32.02923428068205,118.74289835149243,商场
2398,大厂街道西厂门百悦家农贸市场,云云百货店,32.215253504787185,118.75220372240263,商场
2399,盛家岗街义德西苑东北门,雅堂小超,31.945110410813815,118.69231978221387,商场
2400,大西门街51-8号附近,苏农连锁(大西门街),31.653609389340243,119.01222065929599,商场
2401,雨山西路融创臻园北门,苏宁小店,32.05411095349136,118.60835208064158,商场
2402,江东北路382号,金盛百货(南京龙江店),32.06395293701973,118.73498258918501,商场
2403,张公桥与朝天宫西街交叉口南50米,艺华商业广场,32.03808864769942,118.76647234435822,商场
2404,龙园西路23号,摩尔流行街区,32.057643922100965,118.73675038959801,商场
2405,建宁路8号玉桥商业广场A座1层,座上客(玉桥店),32.09275100518219,118.77547667694661,商场
2406,凤凰西街171号附近,罗森便利店(凤凰西街店),32.0439609676537,118.75006213699977,商场
2407,建宁路33号(西站货场对面),鑫宝赢广场,32.09313891619623,118.76915773098423,商场
2408,凤凰西街与郁金街交叉口东150米,凤凰西街79号,32.04460956776038,118.75209852869962,商场
2409,堂子街43-1号,苏果便利(堂子街店),32.039413927674445,118.76512809130075,商场
2410,朝天宫西街95号,鲜果海(朝天宫社区店),32.03860132782143,118.76590781337953,商场
2411,建宁路金桥市场西步行街G1030,老友百货经营部,32.09317930881358,118.7737766325669,商场
2412,朝天宫西街65号附近,迎宾平价蔬菜店,32.03775982466972,118.7667916538885,商场
2413,凤凰街道凤凰西街297号,云融生活(凤凰西街店),32.04286580858596,118.7398617074753,商场
2414,虎踞南路47-3号,胜发日杂,32.03747776225644,118.76411446558322,商场
2415,金桥市场2楼西2300,顺意百货,32.09381560210287,118.77294563218149,商场
2416,宁工新寓196-1号,好的宁工新寓特许店,32.062670315768734,118.7313187596016,商场
2417,川江街与江东北路交叉口西150米,根生便民,32.064613081583325,118.73265076751939,商场
2418,金桥市场西2117,金强百货,32.09326051100829,118.77297071153895,商场
2419,金桥市场西2135,清河百货,32.093558539383665,118.77293664590277,商场
2420,建宁路12号金桥广场西楼步行街,枫逸塑料包装,32.092864675962666,118.77321802591565,商场
2421,建宁路街道12号金桥市场西一楼,汪静百货,32.093398393305684,118.77282353455647,商场
2422,仙鹤街与胭脂巷交叉口西50米,好的来凤三代便利,32.021641353474685,118.76941959098272,商场
2423,汉北路与郁金街交叉口西150米,凤凰优选,32.04253663210062,118.7499812545244,商场
2424,华侨路街道虎踞路13号,家能五金百货,32.046609243252874,118.75807270255589,商场
2425,南湖路22号,安泰小区(西门),32.02653461852346,118.74686140446293,小区
2426,仪凤南路与崇文路交叉口西北200米,文苑小区(西门),31.63285588231971,119.04287443843512,小区
2427,丁官营27-28号,白鹭小区(西南2门),32.02352269657199,118.79020745865886,小区
2428,泰山南路东100米,梅苑小区(西门),31.955469085107318,118.71886279401024,小区
2429,北苑西路7号,北苑小区(西门),32.10342708002883,118.81428045695547,小区
2430,太平南路435号,五马街小区(西门),32.02990545302586,118.78549829924589,小区
2431,中山北路264号附近,陵村小区(西门),32.08589928062468,118.75067637227043,小区
2432,殷高巷与水斋庵交叉口南50米,集庆路小区(西门),32.019912229963346,118.77188328896278,小区
2433,大明西路与永乐北路交叉口北100米,霞光里小区(西门),32.00211887739694,118.79733499001861,小区
2434,长营村迈皋桥99号,方圆绿茵小区(西门),32.106763324019376,118.80856631440895,小区
2435,集庆门大街,健园小区(西门),32.02080362357357,118.75369420881634,小区
2436,南湖路与沿河街交叉口南100米,东升沿一小区(西门),32.02733622434351,118.750198698756,小区
2437,新沿路与泰冯路交叉口东北100米,浦源小区(西门),32.16941871846471,118.71392710688728,小区
2438,石臼湖南路12-14号附近,南漪小区(西门),31.32174144980682,118.88125191655583,小区
2439,福园路63号,福园小区(西门),32.03288229026273,118.74135427729368,小区
2440,宁龙路与龙眠大道交叉口东南100米,商苑小区(西门),31.927814293625968,118.89266133682898,小区
2441,胜华路东50米,庆盛园小区(西门),32.02180448450515,118.8462087164873,小区
2442,孝陵卫街200号523幢,华园小区(西门),32.03701674493205,118.84789746563102,小区
2443,永乐北路43号,阳光里物业小区(西门),32.00025534913628,118.79727505021933,小区
2444,孝陵卫街200号121幢,科园小区(西门),32.03420409864805,118.8516394174258,小区
2445,凤凰西街150号,商校小区(西门),32.04477082977263,118.74256396265379,小区
2446,冶山道院与莫愁路交叉口东北100米,桃园小区(西门),32.03917856230896,118.76966321368445,小区
2447,上元大街与天印大道交叉口东北200米,石羊小区(西门),31.961336763818935,118.85454396141516,小区
2448,凤南街22号,凤南小区(西门),32.202258888804025,118.73465391009663,小区
2449,宁桥南路与府前街交叉口东50米,府前小区(西门),31.866254455325468,118.6057435937502,小区
2450,建设新村,建设新村小区(西门),32.08452611315543,118.7771495103624,小区
2451,台晔路29号附近,南苑小区(西门),32.02311952131683,118.75477138074858,小区
2452,戴家巷,港口小区(西门),32.08249098974494,118.74460625316642,小区
2453,上海路152号,南北秀村小区(西门),32.05819229589059,118.76906787379596,小区
2454,后小巷与民福巷交叉口东50米,清溪村小区(西门),32.048600699914246,118.81720363283449,小区
2455,洪武路139号附近,抄纸巷小区(西门),32.03841711266293,118.7822626937888,小区
2456,大石坝街25号附近,金陵闸小区(西门),32.02244976488035,118.78836552064251,小区
2457,石榴新村,富春里小区(西门),32.03732951845094,118.77420027851588,小区
2458,湖滨大道,筑城村小区(西门),31.317867713241476,118.8650951488582,小区
2459,秦虹南京市秦虹派出所(秦虹路北),乔虹苑小区(西门),32.016591707437705,118.8012340194305,小区
2460,红山路190号,十字街小区(西门),32.09647673532886,118.80435378407445,小区
2461,双门楼3号,双门楼小区(西门),32.08471281700151,118.74954227838315,小区
2462,喜林路与高新路交叉口东南150米,创业新村小区(西门),32.16238857948322,118.70435401555078,小区
2463,西水门大街57,西水门大街57号小区(西门),32.03234503120917,118.76173321439256,小区
2464,孝陵卫街200号,中山小区(西1门),32.034462193133244,118.8491439658096,小区
2465,瑞阳街1之5-6号附近,瑞阳小区(西1门),32.03283957548923,118.80873543604665,小区
2466,北漪路16号,北漪园住宅小区(西门),31.328698161695478,118.8774314830536,小区
2467,姜家园189号,百花小区(西2门),32.08103137734219,118.73908439677855,小区
2468,姜家园189号,百花小区(西1门),32.080016176139665,118.73901451215143,小区
2469,水西门大街,西街头小区(西南门),32.03247306940188,118.75585795631575,小区
2470,二板桥587号附近,白云亭小区(西门),32.07764359874994,118.73333917068321,小区
2471,荷圩路18号,民族小区东三区(西门),32.50585954654023,118.67482575780383,小区
2472,大光路与大光里交叉口北100米,大光里小区(西门),32.0277095010796,118.80254854674288,小区
2473,孝陵卫街200号28幢,中山小区(西2门),32.035984603072215,118.84795366232674,小区
2474,孝陵卫街200号,科园小区(西2门),32.035894239095654,118.85148399295949,小区
2475,棉鞋营2号附近,琥珀巷小区(西门),32.0291908730365,118.7947037244884,小区
2476,中山北路623号附近,张家圩小区(西门),32.08904863504728,118.7320508607572,小区
2477,金箔路47号附近,丝织厂小区(西门),31.954309969632412,118.85509350594697,小区
2478,华新巷15号,华新巷小区(西门),32.05898950823616,118.76670161392228,小区
2479,集庆路55-65号,集庆路小区(西南门),32.0202373991145,118.77198136479691,小区
2480,上元路95号附近,利民小区(西2门),31.956863861167612,118.85009870524769,小区
2481,上元路121号,利民小区(西1门),31.956426162836653,118.85035119365392,小区
2482,汉口西路200号小区(河海大学东),汉口西路200号小区(西门),32.05809724980317,118.75896312235922,小区
2483,磨盘街18号,磨盘街小区(西门),32.018180272782985,118.77233694107447,小区
2484,鱼市街2-21号,鱼市街小区(西门),32.05321834520716,118.78219022602914,小区
2485,太平南路常府街,九莲塘小区(西门),32.03501993907506,118.78788158256708,小区
2486,相府营16号,香铺营小区(西门),32.049247834479324,118.7840182726284,小区
2487,龙园中路118号附近,正泰花苑小区(西门),32.06591668303586,118.73419480001809,小区
2488,瑞阳街1之5-6号附近,瑞阳小区(西2门),32.03305952080369,118.80867729726661,小区
2489,孝陵卫街200号163-1幢,东园小区(西2门),32.034641673670265,118.85456636486964,小区
2490,孝陵卫街200号,科园小区(西1门),32.03447387941177,118.8514600799633,小区
2491,孝陵卫街200号,东园小区(西1门),32.03341914126803,118.85439619215985,小区
2492,南湖东路与南湖路交叉口东北50米,育英小区(西2门),32.03016205774757,118.75111262330947,小区
2493,,徐园东村小区(西门),31.66245800681567,119.02952152624445,小区
2494,所街与文体路交叉口东北50米,贡园小区(西北门),32.020217759807025,118.75099751693995,小区
2495,校门口1号(三步两桥西北200米),校门口1号小区(西门),32.076280883119594,118.75605599012884,小区
2496,宁桥南路11号附近,府前小区(西1门),31.866941532092902,118.6058554687343,小区
2497,后宰门富贵山路,后半山园小区(西门),32.05340958351198,118.81977364033253,小区
2498,傅厚岗7-11号,富升大厦小区(西门),32.06663546565315,118.77906565648871,小区
2499,卸甲甸大厂村,南钢四村小区(西门),32.20234472935179,118.73819341783877,小区
2500,富贵巷14号附近,富贵山小区(西1门),32.051749035652485,118.81485539558321,小区
2501,仕林路,民族小区东一区(西门),32.50938802768744,118.67469970779774,小区
2502,丹凤街2-4号,大石桥小区(西1门),32.0566741108315,118.78218790422578,小区
2503,富贵山4号,富贵山小区(西2门),32.05281659054862,118.81448652361924,小区
2504,燕子矶金燕新村南门(太新路北),太新路3号小区(西门),32.13955691621028,118.81737767286393,小区
2505,后小巷与民福巷交叉口南50米,后宰门西村小区(北门),32.04895413045911,118.81524346680887,小区
2506,中山门大街与陵园路交叉口东南100米,卫岗西1号小区(西1门),32.041804508845246,118.8318101758556,小区
2507,小行路与菊花北路交叉口东50米,菊花小区(西南门),31.98377746026568,118.73892044058337,小区
2508,文昌巷35号附近,东白菜园小区(西南2门),32.03949519133738,118.78943270157481,小区
2509,芦席营14号,芦席营十四号小区(西门),32.076637077858635,118.77593772697169,小区
2510,北东瓜市12-13号,北东瓜市小区(西门),32.05595375804183,118.76784192049341,小区
2511,中央北路与和燕路交叉口北50米,东门街小区(西南门),32.09886736900501,118.77992383948455,小区
2512,余高公路与国余线交叉口东南150米,绿水湾小区(西门),32.18529716895448,118.58741880693522,小区
2513,青岛路2号,青岛路2号小区(西门),32.05386521353612,118.77320160964379,小区
2514,铁心桥大街43号(西门),水文苑小区北区(西门),31.963280694624665,118.75717894400694,小区
2515,黑龙江路23号附近,黑龙江路八巷小区(西门),32.09016762658586,118.77372785495213,小区
2516,拓园路与福园街交叉口北50米,仁园小区(西南门),32.03328846413548,118.7408293529761,小区
2517,丹凤街5号附近,尖角营小区(西1门),32.058143705483154,118.78080881703053,小区
2518,四卫头62号,四卫头小区(西2门),32.06964857449168,118.76361110840858,小区
2519,荷圩路18号,民族小区东1区(西门),32.5058446706619,118.67476190064573,小区
2520,曹都巷45号曹都巷小区内,曹都巷小区(西南2门),32.03542097148498,118.7750434479944,小区
2521,十字街2号,十字街2号小区(西门),32.09884691343349,118.80185767455734,小区
2522,盐仓桥19号,盐西街小区(西南门),32.0903356850287,118.74375559442406,小区
2523,樱驼花园跃新园2幢(樱花路西),跃新园小区(西2门),32.08746981982708,118.82713617516468,小区
2524,宁海路195号培德里小区,培德里小区(西2门),32.05608278445405,118.76660079424647,小区
2525,富贵巷14号附近,富贵山小区(西1门),32.051749035652485,118.81485539558321,小区
2526,樱驼花园跃新园2幢(樱花路西),跃新园小区(西2门),32.08746981982708,118.82713617516468,小区
2527,宁海路195号培德里小区,培德里小区(西2门),32.05608278445405,118.76660079424647,小区
2528,豆菜桥20号,豆菜桥20号小区(西门),32.050558937687455,118.77462355377331,小区
2529,曹后村9号,曹后村9号小区(西门),32.087870319035794,118.80050507903239,小区
2530,板仓街130号,板仓街130号小区(西门),32.0762538762487,118.8167140692069,小区
2531,长白街98号,长白街98号小区(西门),32.02783573803464,118.78887986406636,小区
2532,厚载巷19号,厚载巷19号小区(西门),32.06428155390124,118.77957255449599,小区
2533,宁海路与汉口西路交叉口南100米,培德里小区(西1门),32.056260851545375,118.76663580839599,小区
