地址,名称,维度,经度,类型
博文路附近,中国药科大学化学楼(1号门),31.903072,118.913066,大学
东大路北150米,东南大学成贤学院C座(西门),32.151470,118.710972,大学
汉口路22号,南京大学鼓楼校区网络教育学院(北门),32.052389,118.780766,大学
珠江路217,南京师范大学附属小学珠江路校区(西北门),32.050170,118.789825,大学
厚生路与颐贤路交叉口东150米,南京医科大学行政办公楼(北门),31.943374,118.889905,大学
学子路与翠竹路交叉口北100米,南京林业大学后勤服务总公司环境服务中心(东南门),32.082672,118.815951,大学
秦淮路与黄浦路交叉口东150米,河海大学江宁校区图书馆(北门),31.913932,118.785940,大学
文苑路9号,南京邮电大学仙林校区三维通信楼(东门),32.106908,118.931040,大学
龙眠大道,中国药科大学药学博物馆(南门),31.901652,118.915182,大学
文苑路3号,南京财经大学仙林校区教学楼A(东南门),32.104417,118.924519,大学
内环西线146号附近,河海大学先进技术楼(东北门),32.057485,118.756507,大学
四牌楼2号东南大学四牌楼校区中央大学旧址附近,东南大学四牌楼校区大礼堂(南门),32.055745,118.794166,大学
盘城新街114号南京信息工程大学,南京信息工程大学图书馆(南门),32.202756,118.713574,大学
博文路附近,中国药科大学理学楼(西北门),31.902448,118.912827,大学
亚东新城区文苑路9号南京邮电大学仙林校区光电工程学院附近,南京邮电大学仙林校区光电工程学院(东南门),32.113048,118.928540,大学
盘城新街114号附近,南京信息工程大学大礼堂(东北门),32.203070,118.717583,大学
三号路与北碚路交叉口西南100米,南京医科大学江宁校区至诚楼(东门),31.937750,118.888418,大学
龙眠大道639号,中国药科大学图书馆(西南门),31.901161,118.915912,大学
向阳路西150米,南京农业大学浦口校区篮球场(南门),32.137173,118.697674,大学
文苑路1号南京师大仙林校区体育科学学院附近,南京师范大学仙林校区体育科学学院(东北门),32.101523,118.905606,大学
楠溪江东路82,南京师范大学附属中学新城小学南校区(西南门),31.993957,118.730136,大学
杨庄南村28号,南京信息工程大学附属实验小学(西北门),32.210544,118.736627,大学
盘城新街与盘新路交叉口东200米,南京信息工程大学晖园北区(东北门),32.205944,118.720370,大学
三号路与五台路交叉口南150米,南京医科大学江宁校区明达楼(东北门),31.938621,118.892054,大学
三江路与五四路交叉口西北100米,东南大学四牌楼校区东区综合实验室一(南门),32.054506,118.792555,大学
东海路与太湖路交叉口南150米,河海大学江宁校区文体中心(2号门),31.915399,118.790046,大学
四牌楼2号东南大学四牌楼校区五五楼附近,东南大学四牌楼校区李文正楼(北门),32.057271,118.794258,大学
学海路东200米,南京邮电大学仙林校区学科楼报告厅(西北门),32.114957,118.928095,大学
四牌楼2号东南大学四牌楼校区成贤街90号东南大学四牌楼校区(东门)附近,东南大学四牌楼校区逸夫建筑馆(北门),32.054821,118.795415,大学
广州路246号附近,南京师范大学MBA教育中心(西北门),32.051810,118.770257,大学
体育馆路与六朝松路交叉口东50米,东南大学四牌楼校区工艺实习场(南门),32.057091,118.792460,大学
南京财经大学文苑路3号,南京财经大学仙林校区管理学科楼(东门),32.107416,118.927296,大学
西康路1号河海大学,河海大学综合楼(南门),32.056420,118.763167,大学
小粉桥1号,南京大学拉贝与国际安全区纪念馆(东门),32.050656,118.783307,大学
文澜路89号,南京理工大学紫金学院实验楼B(北门),32.124255,118.932653,大学
博园路与怡园路交叉口东南150米,南京航空航天大学学生工作处(西南门),31.941009,118.787763,大学
文苑路3号,南京财经大学仙林校区教学楼C(西南门),32.105187,118.923340,大学
文澜路89号,南京理工大学紫金学院实验楼D(东北门),32.123392,118.933267,大学
金陵西路附近,金陵科技学院大学科技园(西北门),31.905789,118.898167,大学
将军路29号南京航空航天大学将军路校区南京航空航天大学将军路校区安吉创意设计中心附近,南京航空航天大学工程训练中心(北门),31.933893,118.790666,大学
龙山北路北200米,南京信息工程大学气象楼(南门),32.204502,118.722564,大学
洪武北路133号,南京市广播电视大学玄武区分校开放教育教学部(东南门),32.046787,118.788775,大学
西康路1号河海大学,河海大学岩土楼(东南门),32.057507,118.759253,大学
北区三号路与北区四号路交叉口东北50米,南京师范大学仙林校区学行楼(南门),32.113930,118.914938,大学
学林路2号南京师范大学-中北学院附近,南京师范大学中北学院理工实验楼(南门),32.115357,118.909772,大学
学林路与文鼎路交叉口东北200米,南京师范大学中北学院综合实验楼(东门),32.114992,118.909286,大学
东南路与两江路交叉口北50米,南京大学鼓楼校区水科学系(西南门),32.056177,118.781557,大学
605县道西50米,南京农业大学园艺试验站(东南门),31.999136,118.616090,大学
和中路与笃行路交叉口西100米,南京医科大学江宁校区学生公寓4幢(东门),31.942091,118.889860,大学
博文路附近,中国药科大学分析楼(1号门),31.902855,118.912984,大学
玄武大道与红山路交叉口东北200米,南京林业大学大学生活动中心(东南门),32.079928,118.812003,大学
学林路2号附近,南京师范大学中北学院教学楼(东门),32.115466,118.909308,大学
西康路1号河海大学,河海大学科学会堂(东门),32.056680,118.759604,大学
弘济路与精诚大道交叉口北100米,南京医科大学江宁校区图书馆(南门),31.938892,118.890860,大学
文苑路1号,南京师范大学仙林校区强化培养学院,32.101809,118.914356,大学
汉口路22号南园综合楼南京大学鼓楼校区交响乐团附近,南京大学鼓楼校区社会主义学院(南门),32.051504,118.780917,大学
文澜路89号,南京理工大学紫金学院教学楼B(西门),32.124786,118.934704,大学
四牌楼2号东南大学四牌楼校区,东南大学四牌楼校区南高院(南门),32.055457,118.792514,大学
西康路1号,河海大学体育系(西南门),32.057611,118.758195,大学
学林路东200米,南京师范大学中北学院音乐楼(西南门),32.114239,118.909877,大学
苏源大道79东南大学九龙湖校区东南大学九龙湖校区体育系附近,东南大学体育系(西门),31.889767,118.828564,大学
,南京医科大学第二附属医院南区(东北门),32.082623,118.756374,大学
树人路与求知路交叉口西北200米,南京林业大学家居与工业设计学院(东北门),32.077848,118.811699,大学
文澜路89号,南京理工大学紫金学院教学楼A(西北门),32.124094,118.935148,大学
板仓街78号,南京师范大学能源与机械工程学院(东北门),32.071119,118.821553,大学
汉口路5号附近,南京大学鼓楼校区南园校广播台(东门),32.053412,118.781452,大学
朝晖路与长空路交叉口北150米,南京航空航天大学空气动力学系(西南门),32.035501,118.822431,大学
幕府东路与幕盛路交叉口南150米,南京广播电视大学下关分校五塘校区(东南门),32.111063,118.783565,大学
文澜路北100米,南京理工大学紫金学院行政楼(西北门),32.123688,118.935312,大学
宁六路219号南京信息工程大学,南京信息工程大学留学生公寓(南门),32.205246,118.715814,大学
珠江路288号附近,东南大学四牌楼校区中山院(南门),32.053570,118.794617,大学
文苑路1号附近,南京师范大学仙林校区地理科学学院(南门),32.114657,118.916020,大学
汉口西路77号附近,南京师范大学随园校区贻芳园(东门),32.052070,118.769382,大学
进香河路35东南大学综合楼东楼8层附近,东南大学集成电路学院(北门),32.055175,118.789444,大学
北区五号路与北区六号路交叉口西南100米附近,南京师范大学仙林校区生命科学学院(南门),32.115389,118.915824,大学
栖霞大道戴家库165号,布丁酒店南京仙林大学城栖霞寺店(南门),32.145582,118.944389,大学
四牌楼2号东南大学四牌楼校区成贤街86号附近,东南大学四牌楼校区中山院(北门),32.053716,118.794684,大学
宁海路与广州路交叉口西150米,南京师范大学教育科学学院艺术活动中心(东门),32.051855,118.769916,大学
吴贻芳纪念馆旁南京师范大学随园校区金陵女子学院校史金女院院史陈列室附近,南京师范大学《化学教与学》杂志社南园(南门),32.052345,118.769077,大学
中大路与仙林大道交叉口北200米,南京大学仙林校区电子科学与工程学院(西南门),32.110771,118.961311,大学
汉口路22号南京大学鼓楼校区,南京大学协同创新中心人才公寓(东2门),32.054392,118.778029,大学
文苑路3号南京财经大学仙林校区内,南京财经大学仙林校区食品科学与工程楼(南门),32.109919,118.926613,大学
文苑路1号南京邮电大学仙林校区马克思主义学院附近,南京邮电大学仙林校区马克思主义学院(西南门),32.115162,118.928999,大学
新街口街道四牌楼2号东南大学四牌楼校区,东南大学建筑设计研究院(北门),32.056872,118.793423,大学
北阴阳营8号,南京大学北阴阳营8号小区(东北门),32.060568,118.774405,大学
光华路北150米,南京理工大学高等职业技术学院教学楼(西门),32.018732,118.855400,大学
文苑路9号南京邮电大学仙林校区南京邮电大学仙林校区自动化学院附近,南京邮电大学仙林校区电子科学与工程学院(东南门),32.113902,118.927949,大学
文澜路,南京理工大学紫金学院教学楼C(西北1门),32.125109,118.934427,大学
上海路162号,南京大学约翰斯·霍普金斯大学中美文化研究中心(西北门),32.058565,118.774667,大学
文澜路19号附近,南京理工大学紫金学院教学楼C(东南2门),32.125585,118.934766,大学
博远路,南京航空航天大学材料科学与技术学院(西南门),32.037400,118.819802,大学
江南路与金陵路交叉口东北50米,东南大学电子科学与工程学院(东门),32.056213,118.795894,大学
北东瓜市与宁海路交叉口西150米,南京师范大学随园校区音乐厅(北门),32.053671,118.770348,大学
玄武大道与红山路交叉口东100米南京林业大学水杉大学创业园附近,南京林业大学水杉大学生创业园(东北门),32.079167,118.811724,大学
联合村1号附近,南京理工大学高等职业技术学院2号教学楼(南门),32.019560,118.854790,大学
天津路1号,南京大学鼓楼校区网络信息中心(西门),32.057646,118.781119,大学
文澜路89号,南京理工大学紫金学院实验楼A(南门),32.124593,118.932989,大学
秣陵街道殷华街368号,南京师范大学附属中学江宁分校清水亭学校(东2门),31.905959,118.832979,大学
进香河路35东南大学综合楼西楼6层、东楼7-8层附近,东南大学职业技术教育学院(南门),32.055408,118.789475,大学
文澜路89号,南京理工大学紫金学院实验楼C(东南门),32.123802,118.933587,大学
四牌楼2号东南大学四牌楼校区,东南大学四牌楼校区老图书馆(南门),32.054903,118.793519,大学
两江路与中大路交叉口北200米,南京大学社会科学处(南门),32.057233,118.780113,大学
板仓街78号南京师范大学紫金校区东南门附近,南京师范大学紫金校区第一教学楼(东南门),32.071127,118.821560,大学
学府路8号南京大学浦口校区,南京大学浦口校区俊才楼(南门),32.178636,118.702503,大学
恒广路20号,南京大学南京开发区高科技产业园(北门),32.141264,118.871174,大学
中央大道与金陵大道交叉口南100米,南京大学浦口校区玉辉楼(西门),32.175996,118.709228,大学
四牌楼2号东南大学四牌楼校区成贤街82号附近,东南大学四牌楼校区东区图书馆(东门),32.054480,118.793944,大学
四牌楼2号东南大学四牌楼校区,东南大学四牌楼校区东区五四楼(北门),32.053924,118.793449,大学
两江路与六朝松路交叉口西南50米,东南大学生物科学与医学工程学院(南门),32.056820,118.795000,大学
四牌楼2号东南大学四牌楼校区文德里70号附近,东南大学四牌楼校区东区动力楼(东门),32.054032,118.792475,大学
天秤路西100米,南京理工大学紫金学院综合楼1幢(西门),32.126653,118.936420,大学
四牌楼2号东南大学四牌楼校区进香河路30号附近,东南大学四牌楼校区逸夫科技馆(北门),32.055790,118.791554,大学
光华路北200米,南京理工大学高等职业技术学院现代远程教育中心(西门),32.019182,118.855857,大学
模范马路65附近,南京邮电大学物联网广场(西北门),32.078743,118.770884,大学
葛关路552号,东南大学医学院附属南京江北人民医院(西南1门),32.234199,118.756603,大学
四牌楼2号东南大学四牌楼校区两江路和六朝松路的交叉口附近,东南大学计算机硬件应用实验中心(北门),32.056835,118.794989,大学
宁海路122号田家炳教育书院附近,南京师范大学随园校区新闻与传播学院影视艺术与管理教育中心(西门),32.051850,118.767860,大学
三江路与五四路交叉口西北50米,东南大学能源与环境学院图书资料室(南门),32.054394,118.792884,大学
四牌楼2号东南大学四牌楼校区,东南大学生物科学与医学工程学院(南门),32.057599,118.792240,大学
文榭路附近,南京理工大学紫金学院综合楼2幢(东南门),32.127011,118.936680,大学
御道街21-6号附近,南京航空航天大学科技园D楼(西北门),32.035444,118.817453,大学
四牌楼2号东南大学四牌楼校区北京东路20号附近,东南大学四牌楼校区马克思主义学院(南门),32.057416,118.795008,大学
御道街29号南京航空航天大学明故宫校区,南京航空航天大学科技园E楼(西北门),32.034613,118.817370,大学
御道街29号南京航空航天大学明故宫校区,南京航空航天大学科技园F楼(西北门),32.033860,118.817287,大学
天秤路西100米,南京理工大学紫金学院计算机系(西南门),32.128155,118.935490,大学
中山北路107-141号山西路百货大楼F1,东南大学丁家桥校区公卫楼(东门),32.073893,118.776000,大学
四牌楼2号东南大学四牌楼校区,东南大学四牌楼校区吴建雄纪念馆(东南门),32.055445,118.793435,大学
汉口西路75号附近,南京师范大学随园校区文学院(北门),32.053136,118.768051,大学
李府街8号南京航空航天大学社区委员会宿舍区,南京航空航天大学社区委员会宿舍区(西北1门),32.034094,118.823567,大学
四牌楼2号东南大学四牌楼校区,东南大学四牌楼校区能源与环境学院(南门),32.055503,118.793123,大学
健康路与铁医路交叉口西北50米,东南大学丁家桥校区综合楼(东门),32.074767,118.775711,大学
四牌楼2号东南大学四牌楼校区,东南大学四牌楼校区中大校友会堂(北门),32.053848,118.792910,大学
和谐路与学子路交叉口西南150米,南京林业大学国防教育科学生公寓管理服务中心(东南门),32.079115,118.813429,大学
梅园新村街道太平北路122号小区旁,东南大学四牌楼校区文昌十四舍(西北门),32.053660,118.798329,大学
铁路北街东200米,南京财经大学教一楼(南门),32.085617,118.761042,大学
锁金东路与锁金南路交叉口东北150米,南京师范大学紫金校区电气与自动化工程学院(西门),32.072214,118.820011,大学
双龙大道西200米,东南大学九龙湖校区田径场(西1门),31.883277,118.828653,大学
南高路与礼西路交叉口东北50米,东南大学火电机组振动国家工程研究中心(南门),32.055379,118.793215,大学
四牌楼2号东南大学四牌楼校区三江路附近,东南大学能源与环境学院热能工程系(南门),32.054447,118.792429,大学
太平北路122号,东南大学四牌楼校区东住宅区(东北门),32.056271,118.798837,大学
四牌楼2号东南大学四牌楼校区工艺实习工场附近,东南大学四牌楼校区材料科学与工程学院(南门),32.057090,118.792254,大学
天秤路西150米,南京理工大学紫金学院人文与社会科学系(东北门),32.126156,118.936561,大学
建宁路198,第二军医大学上海长征医院南京分院肝病中心(东南门),32.092079,118.750332,大学
两江路与金陵路交叉口西南50米,东南大学信息显示与可视化国际合作联合实验室(北门),32.055998,118.795083,大学
洪庙巷14号A楼附近,南京财经大学教二楼(东北门),32.084662,118.761157,大学
凤凰西街140号(审计学院北大门对面),香茉莉(凤凰西街店),32.041374,118.751325,大学
松辽路与淮河路交叉口西100米,河海大学地球科学与工程学院(南门),31.912119,118.782048,大学
天秤路西100米,南京理工大学紫金学院学生工作新闻宣传中心(西南门),32.127741,118.935799,大学
宁海路122号田家炳教育书院附近,南京师范大学随园校区心理学院(北门),32.052310,118.767838,大学
中山东路530号附近,南京航空航天大学材料科学与技术学院(西北门),32.037492,118.819171,大学
建宁路200号中国人民解放军第二军医大学长征医院南京分院,中国人民解放军第二军医大学长征医院南京分院住院部(南门),32.092447,118.749175,大学
建宁路198号6附近,中国人民解放军第二军医大学长征医院南京分院门诊部(东北门),32.092860,118.749827,大学
龙山北路,南京信息工程大学滨江学院运动场(西1门),32.201029,118.707855,大学
三江路与金大路交叉口南100米,南京大学校史博物馆(北门),32.054759,118.781310,大学
宁六路219号,南京信息工程大学大学体育部(1号门),32.205763,118.724938,大学
四牌楼2号东南大学四牌楼校区中央大学旧址附近,东南大学四牌楼校区能源与环境学院能源信息与自动化系(南门),32.055988,118.793804,大学
宁海路122号南京师范大学随园校区,南京师范大学丁楼留学生公寓(东北门),32.051539,118.768632,大学
金川门外街5-18号附近,南京工业大学光电科技园(东南门),32.090670,118.757473,大学
宁海路122号南京师范大学随园校区中大楼,南京师范大学随园校区文学院(东门),32.053478,118.767422,大学
小粉桥与汉口路交叉口西北100米,南京大学蒙民伟楼(南门),32.054153,118.782165,大学
宁六路219号南京信息工程大学,南京信息工程大学北辰楼(南门),32.205722,118.717622,大学
浦珠南路30号南京工业大学-浦口校区同和楼附近,南京工业大学浦口校区同和楼(东南门),32.085326,118.637858,大学
宁海路122号,南京师范大学随园校区随园图书馆(东门),32.053368,118.766554,大学
成贤路与真知路交叉口西北50米,东南大学成贤学院金坛院(东门),32.152592,118.703054,大学
宁六路219号,南京信息工程大学行政楼(北门),32.204200,118.724180,大学
金川门外5号,南京工业大学电光源材料研究所(西南门),32.090483,118.757367,大学
航金大道88号,南京航空航天大学金城学院(西北1门),31.699843,118.881949,大学
中山路321号,南京大学医学院附属鼓楼医院门诊(南门),32.054487,118.783351,大学
中大路与真知路交叉口西50米,东南大学成贤学院真知馆(北2门),32.152144,118.703779,大学
白鹭东街北50米,南京师范大学附属中学新城小学怡康街分校(西南门),32.012865,118.744177,大学
苏源大道79东南大学九龙湖校区东南大学九龙湖校区梅园9舍附近,东南大学九龙湖校区梅园9舍(南门),31.883520,118.827773,大学
星光大道与苗圃路交叉口西100米,中国传媒大学南广学院图书馆(东南门),31.883679,118.884826,大学
弘景大道3666号中国传媒大学南广学院内中国传媒大学远程与继续教育南广分院附近,中国传媒大学南广学院行政楼(西南门),31.882444,118.889383,大学
星光大道与香樟南路交叉口西北100米,中国传媒大学南广学院实验楼(西南门),31.882963,118.887909,大学
东妙峰庵与铁路北街交叉口东200米,南京财经大学现代服务科技园(西门),32.086042,118.760867,大学
东南路与两江北路交叉口西南200米,东南大学九龙湖校区桃园5舍-6舍(南门),31.891046,118.827624,大学
学府路8号南京大学浦口校区,南京大学浦口校区力行馆(南门),32.178770,118.704668,大学
平仓巷5号附近,南京大学健忠楼(北门),32.055760,118.778271,大学
东南路与南工南路交叉口东南100米,东南大学九龙湖校区梅园网球场(西门),31.885761,118.828761,大学
汉中路140号附近,南京医科大学二号教学楼(南门),32.044268,118.774351,大学
广州路167号附近,南京医科大学二号教学楼(东门),32.044421,118.775055,大学
汉口路81号,南京大学外国语学院国际项目学生公寓(北门),32.054036,118.776436,大学
宁海路122号南京师范大学随园校区,南京师范大学随园校区中大楼(西门),32.053382,118.766730,大学
苏源大道79东南大学九龙湖校区东南大学九龙湖校区梅园9舍附近,东南大学九龙湖校区梅园5舍-8舍(北门),31.883228,118.827655,大学
两江东路附近,东南大学九龙湖校区梅园1舍-4舍(北门),31.883174,118.826226,大学
求真路与金川河路交叉口东50米,东南大学丁家桥校区基二楼(南门),32.074164,118.775494,大学
厚德路与学子路交叉口东南50米,东南大学丁家桥校区科技会堂(西门),32.075048,118.776634,大学
两江路与西南路交叉口东北50米,南京大学老干部处(东南门),32.055772,118.779340,大学
兰台街99号附近,南京师范大学附属中学江宁分校幼儿园(北门),31.901976,118.824041,大学
翔宇路与翰苑路交叉口西南50米,南京航空航天大学明故宫校区通信站(西南门),32.035289,118.820664,大学
盘城南路139号,南京信息工程大学附属高新实验小学南区(北门),32.207758,118.712746,大学
宁海路122号南京师范大学随园校区,南京师范大学随园校区幼教中心楼(东门),32.052706,118.768420,大学
博远路与长空路交叉口西南100米,南京航空航天大学明故宫校区综合楼(西南门),32.034227,118.819069,大学
学府路8号南京大学浦口校区,南京大学浦口校区西平教学区(东门),32.176021,118.701927,大学
宁海路122号南京师范大学随园校区,南京师范大学随园校区20号楼(北门),32.052143,118.769938,大学
宁海路122号南京师范大学随园校区,南京师范大学随园校区11号楼(西门),32.054205,118.770127,大学
宁海路122号南京师范大学随园校区,南京师范大学随园校区12号楼(北门),32.052898,118.769152,大学
东大路2号,东南大学浦口校区东校区教师公寓(北门),32.151348,118.709363,大学
宁海路122号南京师范大学随园校区,南京师范大学随园校区9号楼(东南门),32.054302,118.770793,大学
宁海路122号南京师范大学随园校区,南京师范大学随园校区300号楼(南门),32.054308,118.769783,大学
宁海路122号南京师范大学随园校区,南京师范大学随园校区400号楼(北门),32.053198,118.769405,大学
厚德路与学子路交叉口东南50米,东南大学丁家桥校区图书馆(南门),32.075171,118.776588,大学
宁海路122号南京师范大学随园校区,南京师范大学随园校区100号楼(东门),32.053739,118.769312,大学
明故宫地铁站1号口南100米,南京航空航天大学高等职业技术学院(北门),32.038617,118.820463,大学
宁海路122号南京师范大学随园校区,南京师范大学随园校区500号楼(南门),32.054285,118.769183,大学
宁海路122号南京师范大学随园校区,南京师范大学随园校区19号楼(南门),32.054753,118.766808,大学
宁海路122号南京师范大学随园校区,南京师范大学随园校区600号楼(东门),32.053022,118.768767,大学
宁海路122号南京师范大学随园校区,南京师范大学随园校区700号楼(南门),32.054168,118.768605,大学
北京西路与鼓楼二条巷一巷交叉口南50米,南京大学新闻传播学院(北门),32.058821,118.778756,大学
宁海路122号南京师范大学随园校区,南京师范大学随园校区22号楼(西北门),32.052480,118.769218,大学
宁海路122号南京师范大学随园校区,南京师范大学随园校区200号楼(西北门),32.053326,118.769918,大学
宁海路122号南京师范大学随园校区,南京师范大学随园校区18号楼(西北门),32.051761,118.770279,大学
宁海路122号南京师范大学随园校区,南京师范大学随园校区17号楼(东南2门),32.054357,118.767641,大学
朝晖路与长空路交叉口东北50米,南京航空航天大学明故宫校区能源与动力学院(西北门),32.034415,118.823057,大学
李府街西100米,南京航空航天大学明故宫校区人机与环境工程(东南门),32.036129,118.822910,大学
白鹭东街北50米,南京师范大学附属中学新城小学怡康街分校(东南门),32.012865,118.744177,大学
龙泰路,南京信息工程大学滨江学院花旗营校区(北门),32.176943,118.681591,大学
太湖路与海河路交叉口南100米,河海大学江宁校区致高楼B(北门),31.915748,118.786736,大学
江北大道快速路与江北大道快速路入口交叉口西北200米,南京农业大学工学院农业机械实验室(东北门),32.128895,118.698610,大学
汉口路25号附近,南京大学大学生创业园(东门),32.053332,118.779866,大学
中山东路530号,南京航空航天大学明故宫校区航空宇航学院(东北门),32.036432,118.820256,大学
博远路与翔宇路交叉口西100米,南京航空航天大学直升机传动技术实验室(西南门),32.035831,118.819297,大学
宁海路122号南京师范大学随园校区,南京师范大学随园校区音乐学院(北门),32.052728,118.770956,大学
御道街29号,南京航空航天大学明故宫校区逸夫科学馆(东南门),32.037004,118.819168,大学
黄山路156号,南京师范大学附属中学新城初级中学黄山路分校(东南门),31.985660,118.724109,大学
中山东路532号7幢附近,南京航空航天大学明故宫校区航空宇航科学与技术(西南门),32.036146,118.821512,大学
朝晖路与长空路交叉口北150米,南京航空航天大学明故宫校区电磁兼容研究实验室(东南门),32.035181,118.822816,大学
龙眠大道639号中国药科大学江宁校区中国药科大学江宁校区行政楼附近,中国药科大学行政楼(东门),31.900159,118.912405,大学
中山东路530号南京航空航天大学明故宫校区数据采集与处理编辑部附近,南京航空航天大学明故宫校区一般力学与力学基础(西北门),32.037716,118.820961,大学
汉口路22号,南京大学水科学研究中心(东门),32.055242,118.778835,大学
汉口路22号附近,南京大学鼓楼校区马克思主义学院(西南门),32.054970,118.779745,大学
浦东路15号,南京市广播电视大学浦口分校(东南门),32.108465,118.712484,大学
博园路与怡园路交叉口东南150米,南京航空航天大学学生工作办公楼(西南门),31.940948,118.788258,大学
博远路,南京航空航天大学明故宫校区航空宇航科学与技术(西南门),32.037365,118.820363,大学
中山北路与虹桥交叉口东北150米,南京工业大学虹桥校区教三楼(西门),32.074233,118.768689,大学
西康路西200米,河海大学国际合作处(西门),32.055634,118.761760,大学
新模范马路81号,南京工业大学虹桥校区教学主楼(西南门),32.074670,118.768003,大学
点将台路西150米,南京农业大学浦口校区5号楼(东门),32.132622,118.700858,大学
广州路68附近,南京大学南苑会议中心(东门),32.050629,118.780778,大学
点将台路40号南京农业大学浦口校区,南京农业大学浦口校区钳工实习部(南门),32.131151,118.700459,大学
点将台路49号附近,南京农业大学浦口校区图书馆(东门),32.132010,118.700884,大学
东大路6号东南大学成贤学院笃行馆附近,东南大学成贤学院笃行馆(东门),32.152377,118.709756,大学
盘城街道宁六路219号南京信息工程大学海洋科学学院附近,南京信息工程大学文德楼(东门),32.203793,118.721620,大学
龙山北路203号附近,南京信息工程大学逸夫楼(东南门),32.201620,118.711279,大学
丁家桥87-11临附近,东南大学丁家桥校区行政楼(北门),32.074570,118.776810,大学
华水路东200米,河海大学工程力学系(东南门),32.054138,118.759545,大学
童家巷与马家街43巷交叉口西北150米,中国药科大学留学生楼(南门),32.072055,118.780682,大学
秣陵街道铺岗街393号,秣陵街道百家湖老年大学(北门),31.908330,118.837501,大学
丁家桥东150米,中国药科大学学术交流中心(西门),32.072849,118.779006,大学
南京工业大学浦江B楼,南京工业大学浦江B楼(西南门),32.075058,118.644272,大学
童家巷24号中国药科大学玄武门校区附近,中国药科大学研究生实验楼(西门),32.073247,118.779366,大学
环行路与香樟北路交叉口东50米,中国传媒大学南广学院教工之家(西南门),31.885314,118.890157,大学
龙眠大道,中国药科大学经管文楼(北门),31.901999,118.913225,大学
龙泰路1号南京信息工程大学滨江学院花旗营校区(暂停营业)附近,南京信息工程大学滨江学院花旗营校区男生公寓(北门),32.176606,118.681540,大学
吉印大道,东南大学九龙湖校区教学楼8(西门),31.888662,118.823515,大学
南京工业大学江浦校区仁智楼,南京工业大学浦口校区仁智楼(东南门),32.085721,118.638309,大学
两江东路与南工北路交叉口西150米,东南大学九龙湖校区教学楼4(西门),31.887862,118.823516,大学
两江东路与南工北路交叉口西150米,东南大学九龙湖校区教学楼2(西门),31.887424,118.823571,大学
苏源大道79东南大学九龙湖校区内东南大学九龙湖校区电工电子实验中心附近,东南大学九龙湖校区金智楼(西门),31.883679,118.820204,大学
淮河路与长江路交叉口西100米,河海大学江宁校区教学行政楼(南门),31.912025,118.784576,大学
内环北线30-5号附近,南京工业大学特种设备技术学院(东门),32.078106,118.775478,大学
三江西路与两江北路交叉口东南150米,东南大学九龙湖校区艺术学院(北门),31.889742,118.816162,大学
盘城新街西200米,南京信息工程大学老行政楼(东门),32.203475,118.718295,大学
精业路附近,中国药科大学教学楼B(东南门),31.899655,118.916733,大学
中大路与成贤路交叉口西北50米,东南大学成贤学院成贤院(南门),32.153206,118.703833,大学
童家巷24号,中国药科大学玄武门校区图书馆(南门),32.072039,118.778937,大学
文昌路与真知路交叉口东北100米,东南大学成贤学院文昌院(东门),32.152804,118.701720,大学
华前路西200米,中国药科大学后勤保卫楼(南门),31.901148,118.922039,大学
两江南路,东南大学九龙湖校区田家炳楼(东门),31.883492,118.822982,大学
博文路附近,中国药科大学同位素实验楼(东门),31.904278,118.914243,大学
厚德路与杏林大道交叉口北50米,东南大学丁家桥校区基一楼(南1门),32.075423,118.775925,大学
博文路附近,中国药科大学实验楼A1楼(1号门),31.902471,118.913375,大学
丁家桥与铁医路交叉口东南200米,中国药科大学第四实验楼(南门),32.073468,118.778745,大学
中央大道与孔子路交叉口西北100米,南京大学浦口校区教学楼11号楼(南门),32.175858,118.708453,大学
南京信息工程大学总务处,南京信息工程大学老行政楼(西南门),32.203411,118.717812,大学
汉口路22号南京大学鼓楼校区南京大学鼓楼校区报附近,中共南京大学委员会统一战线工作部(东门),32.055460,118.780742,大学
南瑞路西150米,南京邮电大学三牌楼校区行政办公楼(南1门),32.081607,118.771404,大学
北东瓜市与宁海路交叉口西南100米,南京师范大学汽车运输部办公室(西门),32.052991,118.771188,大学
浦珠南路30号附近,南京工业大学化学化工学院(西南门),32.074762,118.643039,大学
两江路与中大路交叉口北150米,南京大学学科建设与发展规划办公室(东门),32.056553,118.779868,大学
宁海路122号南京师范大学公共管理学院(宁海路)附近,南京师范大学随园校区逸夫楼(东门),32.052574,118.770168,大学
匡芦路与汉口西路交叉口西南150米,南京师范大学随园校区外国语学院(南门),32.054285,118.769183,大学
星光大道与香樟南路交叉口西150米,中国传媒大学南广学院教学楼3(东北门),31.882147,118.887353,大学
星光大道与香樟南路交叉口西南150米,中国传媒大学南广学院教学楼2(东北门),31.881817,118.888061,大学
龙眠大道639号中国药科大学江宁校区附近,中国药科大学药学科学楼F楼(1号门),31.903001,118.918001,大学
星光大道与果园路交叉口西南150米,中国传媒大学南广学院教学楼1(东北门),31.881539,118.888889,大学
姜家园121号,南京医科大学第二附属医院档案室(西门),32.080692,118.745617,大学
西康路1号,河海大学校办产业管理办公室(南门),32.057701,118.760722,大学
厚德路与学子路交叉口东南50米,东南大学丁家桥校区医学院图书馆(西门),32.075172,118.776467,大学
龙眠大道649号附近,中国药科大学生命科学楼D楼(1号门),31.902401,118.917710,大学
