FID,Field1,lat,lon
16241,17125,32.043768159199999,118.784919778000000
16245,17129,32.046877277500002,118.785735914000000
16246,17130,32.045645266900003,118.785681904000000
16247,17131,32.045645266900003,118.785681904000000
16258,17142,32.043338389900001,118.786553044000000
16268,17152,32.045342574700001,118.787919264000000
16973,17935,32.043401599900001,118.781138136000000
16981,17943,32.043752621099998,118.781284158999990
16982,17944,32.043821630300002,118.781319162000000
16983,17945,32.043631654499997,118.781516198000010
16984,17946,32.043760645699997,118.781462189000000
16985,17947,32.043862639700002,118.781399181000000
16986,17948,32.043862639700002,118.781399181000000
16987,17949,32.043492585899997,118.781046119000000
16988,17950,32.043789603500002,118.781151139000000
16989,17951,32.043645588799997,118.781101132000000
16990,17952,32.043645588799997,118.781101132000000
16992,17954,32.045372849099998,118.782790426999990
16993,17955,32.045416846700000,118.782765416999990
17020,17982,32.041720000700003,118.783865608000000
17021,17983,32.041840003099999,118.783816594000000
17022,17984,32.041685003500000,118.783858601000010
17023,17985,32.041685003500000,118.783858601000010
17032,17994,32.041982476500003,118.787212151000010
17033,17995,32.041982476500003,118.787212151000010
17036,17998,32.043481300000003,118.785936948000000
17063,18025,32.043603247599997,118.785564891000010
17064,18026,32.043603247599997,118.785564891000010
17121,18083,32.045902933699999,118.783379522000000
17122,18084,32.045902933699999,118.783379522000000
17143,18105,32.047142634300002,118.781341166999990
17144,18106,32.047142634300002,118.781341166999990
17670,18706,32.041577454100000,118.787069131000000
17688,18724,32.045790383799996,118.779747887000000
17689,18725,32.045790383799996,118.779747887000000
17700,18736,32.047204289600003,118.785807925000000
17701,18737,32.047204289600003,118.785807925000000
17745,18781,32.041608756199999,118.782178318000010
17749,18785,32.040646673700003,118.781653227000010
17752,18788,32.043848689100003,118.781735239000000
17753,18789,32.043848689100003,118.781735239000000
17776,18812,32.043266587399998,118.787996269000000
17779,18815,32.040215351800001,118.786291001000000
17780,18816,32.044844944499999,118.783462532000000
17800,18836,32.040861099499999,118.784484706000000
17801,18837,32.040861099499999,118.784484706000000
17802,18838,32.045590306800001,118.785945948000010
17805,18841,32.041665455500002,118.787063123000000
17806,18842,32.041521450600001,118.786990110999990
17838,18874,32.043422903500002,118.783178484999990
17839,18875,32.043625950699997,118.783470536000000
17856,18892,32.041858728400001,118.781986280000000
18310,19417,32.045880252899998,118.785559883999990
18311,19418,32.045681662200003,118.781561213000000
18312,19419,32.045681662200003,118.781561213000000
18726,19880,32.045118897000002,118.783141484000000
18757,19911,32.041760138299999,118.784794762000000
18758,19912,32.041760138299999,118.784794762000000
18968,20122,32.043125906199997,118.783193494000000
18969,20123,32.043364888600003,118.783092474000000
18970,20124,32.043364888600003,118.783092474000000
19134,20288,32.041413466300000,118.787104132000000
19208,20362,32.043462839299998,118.782728413000000
19232,20386,32.040201206699997,118.785253836000000
19233,20387,32.040404242400001,118.785510872000000
19234,20388,32.040178196600003,118.785183821000000
19235,20389,32.040178196600003,118.785183821000000
19243,20397,32.047048229300003,118.785386860000000
19252,20406,32.047212626200000,118.781314162000000
19253,20407,32.047212626200000,118.781314162000000
19254,20408,32.046920196300000,118.785162818000000
19255,20409,32.045804248600000,118.785561884000000
19256,20410,32.040867681800002,118.781715234999990
19257,20411,32.040867681800002,118.781715234999990
19281,20435,32.043219671300001,118.781627223000000
19752,20963,32.047267627300002,118.781313166000000
19753,20964,32.047170678599997,118.781658222999990
19754,20965,32.047154656099998,118.781476197000000
19755,20966,32.047149633300002,118.781323171000000
19756,20967,32.047134636300001,118.781360175000000
19757,20968,32.047134636300001,118.781360175000000
19963,21174,32.043695390800004,118.779787893999990
20013,21224,32.043479161900002,118.784947786999990
20014,21225,32.043479161900002,118.784947786999990
20046,21257,32.043507308199999,118.785945950000000
20075,21286,32.043245372199998,118.786469031000000
20147,21358,32.045783605600000,118.781186144000000
20148,21359,32.045783605600000,118.781186144000000
20490,21720,32.043666591099999,118.781091126000010
20556,21786,32.045440593700000,118.781126130999990
20562,21792,32.045779407600001,118.779893916000010
20563,21793,32.045779407600001,118.779893916000010
20595,21825,32.047197675900001,118.781659222000000
20596,21826,32.047197675900001,118.781659222000000
20620,21850,32.041527878700002,118.782972457000000
20621,21851,32.041361819800002,118.782607391000000
20660,21890,32.046002497000003,118.787372176000010
20951,22286,32.047139177399998,118.785060802000000
20952,22287,32.047139177399998,118.785060802000000
20956,22291,32.040726612599997,118.781215151000000
20961,22296,32.041159807800000,118.782532381000000
20967,22302,32.043604583700002,118.781040120000000
20968,22303,32.043558579900001,118.781005115000000
20969,22304,32.043495563900002,118.780931098000000
20970,22305,32.047058689499998,118.781750243999990
20971,22306,32.047058689499998,118.781750243999990
20975,22310,32.047314237499997,118.785473869000000
20976,22311,32.047314237499997,118.785473869000000
20977,22312,32.041744014700001,118.783932616000000
20978,22313,32.041791962900000,118.783581559000000
20979,22314,32.041818005099998,118.783844598000000
20980,22315,32.044325978200000,118.783668574999990
20981,22316,32.045269979200000,118.783667577000000
20982,22317,32.045269979200000,118.783667577000000
20993,22328,32.045314230700001,118.785416866000010
20994,22329,32.045314230700001,118.785416866000010
21668,23069,32.043308422599999,118.786775076000000
21669,23070,32.043308422599999,118.786775076000000
21703,23104,32.046989264099999,118.785663902000000
21704,23105,32.046989264099999,118.785663902000000
21744,23145,32.041152892299998,118.783117473999990
21853,23254,32.041052408200002,118.786728070000000
21854,23255,32.041060424599998,118.786810089000000
21855,23256,32.041014416000003,118.786797082000010
21856,23257,32.041182784299998,118.782377354000000
21857,23258,32.041182784299998,118.782377354000000
21874,23275,32.043664601700002,118.781124132000000
21883,23284,32.045780624700001,118.781274158000000
21929,23330,32.043081001499999,118.783815598000000
21930,23331,32.043081001499999,118.783815598000000
21931,23332,32.045588857799999,118.782852438000010
21932,23333,32.043877999999999,118.783837598000010
21933,23334,32.043877999999999,118.783837598000010
21934,23335,32.044856903700001,118.783176490000000
21946,23347,32.041396095600000,118.784473710000000
21948,23349,32.045775325699999,118.786081972999990
21949,23350,32.045878310399999,118.785995959000000
21950,23351,32.045878310399999,118.785995959000000
21965,23366,32.043220843599997,118.782789424000000
21980,23381,32.044963931700003,118.783363525000000
21981,23382,32.044963931700003,118.783363525000000
21990,23391,32.044121180499999,118.785061802000000
22011,23412,32.044072214700002,118.785345851000000
22259,23699,32.043254238899998,118.785520876000010
22260,23700,32.043254238899998,118.785520876000010
22367,23807,32.045836300700003,118.785944943999990
22368,23808,32.045836300700003,118.785944943999990
22370,23810,32.040157376899998,118.786470036000000
22397,23837,32.041720431599998,118.780048941999990
22452,23892,32.041498752800003,118.782187322000000
22453,23893,32.041299734500001,118.782035292000000
22454,23894,32.041906562199998,118.780912097000000
22462,23902,32.041052586900001,118.781071119000000
22463,23903,32.040763573600003,118.780976102000000
22469,23909,32.042016760499997,118.782219320000000
22472,23912,32.041891529799997,118.780670052000000
22474,23914,32.042001635399998,118.781403178000010
22475,23915,32.040745555999997,118.780844079999990
22476,23916,32.040835572399999,118.780970107000000
22480,23920,32.043365604100003,118.781188140000000
22486,23926,32.043423598499999,118.781165142000010
22487,23927,32.043423598499999,118.781165142000010
22488,23928,32.043592594200000,118.781123127000000
22489,23929,32.043172714699999,118.781923269000000
22498,23938,32.041672892500003,118.783073472000000
22499,23939,32.041434828699998,118.782671397000000
22500,23940,32.041249819800001,118.782580382000010
22501,23941,32.041249819800001,118.782580382000010
22502,23942,32.041844992300000,118.783807590000000
22503,23943,32.041844992300000,118.783807590000000
22504,23944,32.045496886499997,118.783029465000000
22505,23945,32.045496886499997,118.783029465000000
22506,23946,32.040562129999998,118.784751747000000
22507,23947,32.040666149499998,118.784852771000000
22508,23948,32.040666149499998,118.784852771000000
22509,23949,32.043445277200000,118.785787920000000
22521,23961,32.043881153999997,118.784874769000000
22522,23962,32.043881153999997,118.784874769000000
