FID,Field1,lat,lon
168,168,32.043259364699999,118.779606859000000
169,169,32.043259364699999,118.779606859000000
238,238,32.040807720899998,118.781970284000000
600,600,32.043111297499998,118.785893935999990
602,602,32.040993409300000,118.786724069000000
603,603,32.040973434400001,118.786924107000000
604,604,32.043412155299997,118.784894772000000
605,605,32.043246257500002,118.785652900000000
606,606,32.042129725999999,118.781999283999990
607,607,32.042129725999999,118.781999283999990
608,608,32.045705286800001,118.785817929000000
609,609,32.045873272000001,118.785713912000010
610,610,32.045873272000001,118.785713912000010
619,619,32.043681871399997,118.782939451000000
620,620,32.043681871399997,118.782939451000000
625,625,32.041651983300000,118.783689572000000
626,626,32.041808989800003,118.783743587999990
627,627,32.041808989800003,118.783743587999990
631,631,32.047006233899999,118.785455870000010
632,632,32.047253202400000,118.785222829000010
633,633,32.047255228499999,118.785388854000000
634,634,32.047255228499999,118.785388854000000
638,638,32.041659985599999,118.783697574000000
639,639,32.041657952100003,118.783512550000000
640,640,32.041717983500000,118.783731579000000
641,641,32.041639992000000,118.783766588000010
642,642,32.041639992000000,118.783766588000010
1199,1221,32.043704599400002,118.781139130000000
1431,1453,32.043702359199997,118.779585860000000
1643,1665,32.043781621400001,118.781271158000000
1644,1666,32.043651630900001,118.781374175000000
1645,1667,32.043861594699997,118.781139135000000
1646,1668,32.043113703400003,118.781814249000010
1647,1669,32.043113703400003,118.781814249000010
1648,1670,32.043149609099999,118.781231150000000
1649,1671,32.043498583700000,118.781019110000000
1650,1672,32.043499563700003,118.780914093000010
1651,1673,32.043466714700003,118.781926275999990
1652,1674,32.043691590599998,118.781062123000000
1653,1675,32.043413606199998,118.781165143000000
1654,1676,32.043413606199998,118.781165143000000
1655,1677,32.045379745699996,118.782084295999990
1656,1678,32.045679677199999,118.781621218000000
1657,1679,32.045679677199999,118.781621218000000
1658,1680,32.046831705400002,118.781795249000000
1659,1681,32.047165609499999,118.781221145999990
1660,1682,32.043447260400001,118.785643898000000
1668,1690,32.042633565300001,118.787835247999990
1669,1691,32.043652423300003,118.779979930000000
1670,1692,32.041258933199998,118.783383525999990
1671,1693,32.041330887699999,118.783044461000000
1679,1701,32.045807670700000,118.781585215000010
1680,1702,32.045807670700000,118.781585215000010
1703,1725,32.041545994899998,118.783807598000000
1704,1726,32.041679942800002,118.783440531000000
1705,1727,32.041801488799997,118.787271161000010
1733,1755,32.047217650199997,118.781452187000000
1734,1756,32.043124263800003,118.785684911000000
1765,1787,32.042930510300003,118.787453188000000
1766,1788,32.043401455500003,118.787062121999990
1767,1789,32.043401455500003,118.787062121999990
1769,1791,32.045613974900000,118.783643569000010
1770,1792,32.045613974900000,118.783643569000010
1836,1858,32.047272708800001,118.781838260000000
1837,1859,32.047230650700001,118.781482198000010
1838,1860,32.047230650700001,118.781482198000010
2418,2556,32.041863730099998,118.782018285000010
2503,2641,32.043815610400003,118.781208146000000
2504,2642,32.043750599699997,118.781155138000000
2505,2643,32.040754135100002,118.784782757000000
2506,2644,32.040754135100002,118.784782757000000
2507,2645,32.043754595800003,118.781111126000000
2508,2646,32.043312624499997,118.781286162000000
2509,2647,32.043158697000003,118.781793245000000
2518,2656,32.042293114099998,118.784627730000000
2519,2657,32.042869947200003,118.783437537000000
2520,2658,32.042869947200003,118.783437537000000
2521,2659,32.043093245400001,118.785566891000000
2522,2660,32.043691320800001,118.786062965000000
2523,2661,32.043187289300000,118.785860937000000
2524,2662,32.043365270400002,118.785693902000010
2525,2663,32.043365270400002,118.785693902000010
2526,2664,32.045981264900000,118.785639898000000
2527,2665,32.045869276500000,118.785717909000000
2528,2666,32.045878261200002,118.785602890000010
2529,2667,32.045849268200001,118.785685911000000
2530,2668,32.045849268200001,118.785685911000000
2537,2675,32.040711446200000,118.786996114999990
2538,2676,32.040951427099998,118.786858094000000
2539,2677,32.040951427099998,118.786858094000000
2596,2734,32.046146539699997,118.787676219000010
3844,4039,32.041976727500000,118.781988282000000
3854,4049,32.041745231900002,118.785449865000000
3855,4050,32.040851782700003,118.782356345000000
3856,4051,32.040930780300002,118.782348346000010
3857,4052,32.040930780300002,118.782348346000010
3901,4096,32.047191400899997,118.779832903000000
3902,4097,32.047191400899997,118.779832903000000
3965,4160,32.045671685000002,118.781700231000000
3985,4180,32.043379628300002,118.781309169000000
3986,4181,32.043379628300002,118.781309169000000
4033,4228,32.041451293999998,118.785879937000000
4034,4229,32.041420349399999,118.786295006000000
4035,4230,32.041369359500003,118.786390019000000
4036,4231,32.045947465300003,118.787124136000000
4039,4234,32.040608122800002,118.784656739000000
4040,4235,32.040478168000000,118.784964789000000
4041,4236,32.040732142000003,118.784828769000000
4042,4237,32.040729138300001,118.784796760000010
4043,4238,32.040620141600002,118.784839766000000
4044,4239,32.040620141600002,118.784839766000000
4045,4240,32.040494135599999,118.784774758000000
4046,4241,32.040521149400000,118.784854768000000
4051,4246,32.043118302400003,118.785910941000000
4055,4250,32.045889290300003,118.785855931000000
4056,4251,32.045854295200002,118.785857937000000
4057,4252,32.045818306999998,118.785937945000000
4059,4254,32.041780517500001,118.787500198999990
4060,4255,32.042031559500003,118.787849245999990
4061,4256,32.043842892500003,118.783066472000000
4063,4258,32.041358674000001,118.781605213000010
4107,4302,32.042012298300001,118.785921939999990
4108,4303,32.041905323100003,118.786109972999990
4109,4304,32.041905323100003,118.786109972999990
4150,4345,32.046982904799997,118.783171486000000
5313,5561,32.041506412099999,118.779948925000000
5316,5564,32.043139389200000,118.779790890000000
5324,5572,32.045359583400000,118.781060116000010
5325,5573,32.045359583400000,118.781060116000010
5337,5585,32.045742590700002,118.781061122000000
5338,5586,32.045742590700002,118.781061122000000
5422,5696,32.043174363500000,118.786359015000000
5580,5870,32.043628973099999,118.783639566000010
5581,5871,32.043595986500002,118.783708582000000
5945,6235,32.045364924799998,118.783327515000000
5946,6236,32.045364924799998,118.783327515000000
6147,6437,32.041751972000000,118.783610565999990
6148,6438,32.041751972000000,118.783610565999990
6205,6495,32.043623375700001,118.779705879999990
6258,6548,32.043311617999997,118.781273154000000
6259,6549,32.043342572800000,118.780966101000000
6260,6550,32.043442568200000,118.780928098000000
6261,6551,32.043442568200000,118.780928098000000
6295,6585,32.040960730000002,118.782013291000000
6302,6592,32.043454666599999,118.781613222000000
6303,6593,32.040857772199999,118.782292332000000
6312,6602,32.043269691600003,118.781769240000000
6319,6609,32.045484594900003,118.781119127000000
6320,6610,32.045200647100003,118.781436189999990
6378,6668,32.047283555800000,118.787754240000000
6428,6718,32.041517465200002,118.787115129000000
6429,6719,32.041517465200002,118.787115129000000
6430,6720,32.041569960700002,118.783587559000000
6431,6721,32.041974115499997,118.784622732000000
6432,6722,32.042721032199999,118.784013626999990
6433,6723,32.042709946300000,118.783441538000010
6434,6724,32.042709946300000,118.783441538000010
6435,6725,32.043407899300000,118.783162481999990
6436,6726,32.043719949000000,118.783506540999990
6437,6727,32.043719949000000,118.783506540999990
6438,6728,32.046067898099999,118.783147485000000
6439,6729,32.046067898099999,118.783147485000000
6440,6730,32.045833839499998,118.782741414000000
6473,6763,32.045900224800000,118.785359854000010
6474,6764,32.045900224800000,118.785359854000010
6475,6765,32.041624102800000,118.784567721000000
6476,6766,32.041814984600002,118.783738580000000
6477,6767,32.041480989199997,118.783738580999990
6478,6768,32.041647003100003,118.783849601000000
6479,6769,32.042086113200000,118.784594729000010
6480,6770,32.041455979299997,118.783712575000000
6481,6771,32.041455979299997,118.783712575000000
6482,6772,32.043248180500001,118.785088813000000
6483,6773,32.043369234300002,118.785461874000010
6484,6774,32.043369234300002,118.785461874000010
6488,6778,32.047250283300002,118.785773918999990
6489,6779,32.044957869699999,118.782963448000000
6525,6815,32.041877528100002,118.787605208000000
6556,6846,32.043956898300003,118.783120479999990
6557,6847,32.043745915300001,118.783254497000000
6559,6849,32.045856610599998,118.781233153000000
6603,6893,32.043454574499997,118.780947104000010
7492,7840,32.043361374699998,118.786488039999990
7531,7879,32.045784200000000,118.785198828000010
7602,7950,32.041930501700001,118.787380173000000
7603,7951,32.041638445399997,118.786996120000000
7604,7952,32.041638445399997,118.786996120000000
7655,8003,32.041823577400002,118.781028117000010
7660,8008,32.043652590299999,118.781109132000000
7682,8030,32.043002561400002,118.787816242999990
7707,8055,32.043593859500000,118.782891439000000
7708,8056,32.043457482800001,118.780385003000010
7709,8057,32.043457482800001,118.780385003000010
7710,8058,32.045380869600002,118.782959453000000
7711,8059,32.045394859500000,118.782887437000000
7712,8060,32.045311845100002,118.782782420999990
7724,8072,32.043330457300002,118.780190968000000
7746,8094,32.041017756800002,118.782189319000000
7747,8095,32.041017756800002,118.782189319000000
7776,8124,32.043267472300002,118.787195146000000
7777,8125,32.043617453600000,118.787026125000000
7798,8146,32.040184285499997,118.785819930000000
7799,8147,32.040184285499997,118.785819930000000
7890,8238,32.045941282599998,118.785768921000000
7891,8239,32.047119219099997,118.785308844000000
7892,8240,32.047119219099997,118.785308844000000
7906,8254,32.043483332999998,118.786170982000000
8491,8888,32.045067944499998,118.783439538000000
8492,8889,32.045067944499998,118.783439538000000
8699,9096,32.043629384399999,118.779736881000010
8700,9097,32.043332194300000,118.785195829000000
8706,9103,32.043664389500002,118.779800894999990
8707,9104,32.043664389500002,118.779800894999990
8708,9105,32.045196378900002,118.779721876000000
8712,9109,32.044890957600003,118.783548555000000
8721,9118,32.047084383700003,118.779705881000000
8722,9119,32.047084383700003,118.779705881000000
8775,9172,32.040877600700000,118.781138129000000
8776,9173,32.040678682900001,118.781718236000000
8779,9176,32.040798712499999,118.781894265999990
8780,9177,32.040798712499999,118.781894265999990
8781,9178,32.043377737699998,118.782023292999990
8782,9179,32.043340614599998,118.781241155999990
8783,9180,32.043340614599998,118.781241155999990
8784,9181,32.043078611900000,118.781198140000000
8789,9186,32.045199640500002,118.781399178000000
8790,9187,32.045199640500002,118.781399178000000
8861,9258,32.042067336400002,118.786208992000000
8871,9268,32.044027155999999,118.784903779000000
8872,9269,32.044027155999999,118.784903779000000
9418,9860,32.043449389000003,118.779790891000000
9529,9971,32.047302889500003,118.783081475000000
9591,10033,32.041762353199999,118.779586859999990
9645,10087,32.042759985799997,118.783729580000000
9646,10088,32.043779111299997,118.784584728000000
9647,10089,32.042882946600002,118.783442533000000
9648,10090,32.042882946600002,118.783442533000000
9649,10091,32.045666035799997,118.784074637000000
9650,10092,32.045666035799997,118.784074637000000
9670,10112,32.040973225400002,118.785418858000000
9671,10113,32.040961221499998,118.785373850000000
9672,10114,32.040919227000003,118.785384861000000
9673,10115,32.040954220800003,118.785359850000010
9674,10116,32.040931227800002,118.785390859000000
9675,10117,32.040974229299998,118.785428864000000
9676,10118,32.040853218000002,118.785359849000000
9677,10119,32.040959235000003,118.785464871000000
9678,10120,32.040959235000003,118.785464871000000
9695,10137,32.042157548600002,118.787737234000010
9696,10138,32.043661518500002,118.787505194000000
9697,10139,32.043961920500003,118.783259504000000
9698,10140,32.043781085600003,118.784400690000000
9699,10141,32.043242927300000,118.783327510000010
9700,10142,32.044977931799998,118.783353519000000
9701,10143,32.043346450500003,118.786996112000000
9702,10144,32.043604331899999,118.786164982000000
9703,10145,32.043690308899997,118.786010954000010
9704,10146,32.043690308899997,118.786010954000010
9746,10188,32.045508608799999,118.781182144000000
9747,10189,32.045404595800001,118.781086129000000
10558,11025,32.043382962499997,118.783536545999990
10559,11026,32.043817979400004,118.783657565000000
10560,11027,32.041948493000000,118.787293163000000
10587,11054,32.045161691799997,118.781717232000010
10588,11055,32.045161691799997,118.781717232000010
10619,11086,32.041038645699999,118.781433189000000
10620,11087,32.040041064699999,118.784282676999990
10621,11088,32.040041064699999,118.784282676999990
10674,11141,32.043490393900001,118.779803895000000
10767,11234,32.045151737799998,118.782063296999990
10768,11235,32.043823847100001,118.782795427000000
10818,11285,32.043230231700001,118.785460865000000
10819,11286,32.043224237099999,118.785465874000000
10820,11287,32.043224237099999,118.785465874000000
10847,11314,32.041092794400001,118.782432361999990
10857,11324,32.047313274700002,118.785698907000000
10863,11330,32.047190263099999,118.785622901000000
10864,11331,32.047190263099999,118.785622901000000
10872,11339,32.041292484700001,118.787236152999990
10878,11345,32.042096580900001,118.787959267000010
10879,11346,32.042096580900001,118.787959267000010
10964,11431,32.043256902300001,118.783152482000010
10965,11432,32.043430906600001,118.783202489000000
10999,11466,32.045771534399996,118.787640216000000
11094,11574,32.045300663799999,118.781535201000000
11095,11575,32.045300663799999,118.781535201000000
11262,11845,32.042040501599999,118.787419185000000
11263,11846,32.042114545899999,118.787749237000000
11382,11973,32.041876470600002,118.787175142000000
11383,11974,32.041672509800001,118.787434183000000
11897,12488,32.047104236800003,118.785441869000000
11898,12489,32.046995281400001,118.785755914000010
11899,12490,32.046995281400001,118.785755914000010
11947,12538,32.047083234299997,118.785450865000000
12020,12611,32.041220431799999,118.780034939000000
12021,12612,32.041220431799999,118.780034939000000
12029,12620,32.043624358899997,118.779591855000010
12035,12626,32.043517413600000,118.779930914999990
12103,12694,32.041086690299998,118.781746239000000
12104,12695,32.041086690299998,118.781746239000000
12105,12696,32.043707595299999,118.781095128000000
12109,12700,32.043846186800003,118.785104813000000
12172,12763,32.041372998100002,118.783786592000000
12173,12764,32.041372998100002,118.783786592000000
12174,12765,32.041354888500003,118.783079470000000
12178,12769,32.041813912999999,118.783241495000000
12186,12777,32.043963013300001,118.783878611000010
12189,12780,32.045461825099999,118.782624398000000
12190,12781,32.045253820699998,118.782587383000010
12191,12782,32.045253820699998,118.782587383000010
12192,12783,32.044882037599997,118.784065635999990
12193,12784,32.044882037599997,118.784065635999990
12199,12790,32.046856873099998,118.782976452000000
12201,12792,32.040060308800001,118.785980952000000
12202,12793,32.040086283599997,118.785790924000000
12203,12794,32.040086283599997,118.785790924000000
12205,12796,32.046150883499998,118.783006461000000
12206,12797,32.046237884999996,118.783046462000000
12207,12798,32.046949028599997,118.783987628999990
12208,12799,32.046949028599997,118.783987628999990
12246,12837,32.045841295800003,118.785896939000000
12248,12839,32.045875292700003,118.785859938000000
12249,12840,32.045896298400002,118.785918948000000
12250,12841,32.045896298400002,118.785918948000000
12275,12866,32.045836555100003,118.787771240000000
12302,12893,32.047116204399998,118.785224834999990
12304,12895,32.047099255299997,118.785580894000010
12323,12914,32.044914952200003,118.783494543000000
12324,12915,32.045124969299998,118.783593560000000
12325,12916,32.045345919600003,118.783265505000000
12326,12917,32.045345919600003,118.783265505000000
12443,13034,32.043225945800003,118.783474539000000
13295,13955,32.041588225700004,118.785375856000000
13296,13956,32.041542214099998,118.785330851000000
13297,13957,32.041589215599998,118.785338849000000
13298,13958,32.041433247900002,118.785549888000010
13299,13959,32.041541235899999,118.785449864000000
13300,13960,32.041541235899999,118.785449864000000
13430,14090,32.045310944400001,118.783443531000000
13435,14095,32.045630869100002,118.782923448000010
13436,14096,32.045630869100002,118.782923448000010
13502,14162,32.043328630600001,118.781360175000000
13505,14165,32.043428611899998,118.781239156000000
13509,14169,32.045631645199997,118.781437192000000
13510,14170,32.045484714600001,118.781907273000000
13511,14171,32.045316591000002,118.781098124000000
13512,14172,32.045561567800000,118.780898091000000
13513,14173,32.045687582200003,118.781048119000000
13514,14174,32.045383592299999,118.781095123000000
13515,14175,32.045383592299999,118.781095123000000
13550,14210,32.041692995100000,118.783782587000000
13551,14211,32.041688225400001,118.785417861000000
13552,14212,32.041653017199998,118.783957621000000
13553,14213,32.041653017199998,118.783957621000000
13554,14214,32.041115946100000,118.783471539000000
13555,14215,32.041115946100000,118.783471539000000
13556,14216,32.046044926699999,118.783311509000000
13557,14217,32.046249976699997,118.783665572999990
13582,14242,32.043701221900001,118.785397855000000
13589,14249,32.042831582300003,118.787956264000000
13599,14259,32.043426390000000,118.786546044999990
13600,14260,32.043426390000000,118.786546044999990
13611,14271,32.045877573500000,118.787925263999990
13649,14309,32.042260491100002,118.787341170999990
13727,14387,32.045762895800003,118.783121475000000
13728,14388,32.045355172100003,118.785027795999990
13729,14389,32.045355172100003,118.785027795999990
14541,15313,32.043094425000000,118.786847089999990
14542,15314,32.043094425000000,118.786847089999990
14845,15617,32.043526387800000,118.779758890000000
14846,15618,32.043306412699998,118.779919920000000
14847,15619,32.043306412699998,118.779919920000000
14848,15620,32.043835381500003,118.779720880000000
14849,15621,32.043820378900001,118.779704880000000
14888,15660,32.040916575399997,118.781006110000010
14889,15661,32.040916575399997,118.781006110000010
14890,15662,32.041196771700001,118.782263329000000
14894,15666,32.040851725600000,118.781958273000000
14896,15668,32.043756664299998,118.781581208000010
14901,15673,32.043446595200002,118.781102131000000
14979,15751,32.043233992499999,118.783782595000010
14980,15752,32.044056108200003,118.784565724000000
14981,15753,32.043929963600000,118.783603565000010
14982,15754,32.043588983900001,118.783730585000000
14983,15755,32.043588983900001,118.783730585000000
15006,15778,32.043333316700000,118.786074967000000
15007,15779,32.043333316700000,118.786074967000000
15019,15791,32.040878139400000,118.784809766000000
15020,15792,32.040411120400002,118.784665741000000
15021,15793,32.040440164300001,118.784975789000000
15022,15794,32.040440164300001,118.784975789000000
15023,15795,32.045860297499999,118.785865939000000
15024,15796,32.045798307299997,118.785955955000010
15025,15797,32.045798307299997,118.785955955000010
15043,15815,32.045890536899996,118.787637219999990
15044,15816,32.045919541400004,118.787699227000000
15045,15817,32.045829533499997,118.787602209000000
15046,15818,32.045829533499997,118.787602209000000
15095,15867,32.045422732100000,118.781987283000010
15096,15868,32.045974639599997,118.781363176000000
15097,15869,32.045974639599997,118.781363176000000
15115,15887,32.047102200799998,118.785231837000000
15277,16080,32.043317414299999,118.779943921000000
15677,16486,32.041198390200002,118.779822902000010
15678,16487,32.041198390200002,118.779822902000010
15695,16504,32.045175717799999,118.781917276000000
15696,16505,32.045175717799999,118.781917276000000
15709,16518,32.041073604700003,118.781202140000000
15710,16519,32.041073604700003,118.781202140000000
15731,16540,32.041839994000000,118.783794591000000
15732,16541,32.041901971000001,118.783652563999990
15733,16542,32.041853983899998,118.783708582000000
15734,16543,32.041853983899998,118.783708582000000
15735,16544,32.041864917100000,118.783266506999990
15738,16547,32.044030917800001,118.783291504999990
15745,16554,32.042276545599996,118.787709228000000
15746,16555,32.042276545599996,118.787709228000000
15747,16556,32.044104943599997,118.783451533999990
15748,16557,32.043832371999997,118.779696878000000
15749,16558,32.043651378000000,118.779685869999990
15750,16559,32.043651378000000,118.779685869999990
15751,16560,32.045640894100003,118.783110480000000
15752,16561,32.045640894100003,118.783110480000000
15764,16573,32.045866823200001,118.782614396000000
15765,16574,32.046806015999998,118.783911618000000
15766,16575,32.046806015999998,118.783911618000000
15776,16585,32.045922308900003,118.785994954000000
15777,16586,32.045894301600001,118.785957948999990
15778,16587,32.045894301600001,118.785957948999990
15779,16588,32.046055271500002,118.785712914000000
15780,16589,32.047248222500002,118.785348853000000
15783,16592,32.046997231399999,118.785418863999990
15784,16593,32.046997231399999,118.785418863999990
15786,16595,32.041024564099999,118.780945095000010
15793,16602,32.042079525900000,118.787536199000000
15799,16608,32.043438539400000,118.787654223000000
15805,16614,32.040694136200003,118.784778755999990
15806,16615,32.045569590600003,118.781052116000000
15807,16616,32.045569590600003,118.781052116000000
15818,16627,32.046081381800001,118.786499037000000
15819,16628,32.045734407899999,118.786660062000000
15820,16629,32.045734407899999,118.786660062000000
16099,16983,32.047037760899997,118.782204326000000
16153,17037,32.041780367299999,118.779636866000000
16155,17039,32.043683148000000,118.784821765999990
16156,17040,32.043683148000000,118.784821765999990
16162,17046,32.041061401400000,118.779890907000000
16169,17053,32.043318427199999,118.780003933000000
16170,17054,32.043480386200002,118.779757883000000
16171,17055,32.043591419899997,118.779971923999990
16176,17060,32.043829391499997,118.779804895000000
16177,17061,32.043829391499997,118.779804895000000
16200,17084,32.040872680299998,118.781705230000000
16205,17089,32.045797404100000,118.779895907000000
16206,17090,32.045797404100000,118.779895907000000
16207,17091,32.040751720000003,118.781932275000000
16208,17092,32.040751720000003,118.781932275000000
16228,17112,32.043414262500001,118.785628897000000
16239,17123,32.045637279399998,118.785779926000000
