地址,名称,维度,经度,类型
鹤鸣路6号,仙鹤新天地广场3号楼,32.085258,118.904259,商场
金龙路67-8号附近,众彩美色广场,31.904997,118.829041,商场
秣陵街道诚信大道990号,UCT优尚天地C座,31.908975,118.835523,商场
正阳路,永欣·邻里中心,31.768938,118.860032,商场
中心街与云台街交叉口东50米,桃红楼商场,31.775663,118.773922,商场
淳溪镇宝塔路39-1号,华天购物广场,31.323812,118.874686,商场
宏运大道4597号,大田悦生活,31.967123,118.858103,商场
将军大道9号托乐嘉乐商天地2楼,乐尚天地,31.943301,118.785114,商场
金箔路999号黄金海岸华润苏果超市,货物广场,31.949971,118.836654,商场
鹤鸣路6号,仙鹤新天地广场1&2号楼,32.085167,118.903636,商场
欣乐路181号,金宝商业广场(毕洼路),32.232295,118.751184,商场
金箔路468号,中国女人街C区,31.948474,118.851365,商场
太安路15号,高淳商贸城(镇兴路13号1幢西),31.326331,118.864477,商场
龙北路与452乡道交叉口北100米,龙山商场,32.002127,118.507182,商场
双龙大道1503附近,KINGMO,31.930454,118.820593,商场
学海路1号,金鹰湖滨天地A区,32.102438,118.926767,商场
秣陵街道诚信大道990号,UCT优尚天地广场G座,31.908501,118.834172,商场
小东门街与通济街交叉口南50米,供销商城(小东门街),31.654654,119.028950,商场
市场路与304县道交叉口西北50米,人民商场,32.374587,118.947284,商场
吉泉北路与汤农路交叉口东南50米,欧德福购物中心,32.091068,118.510341,商场
六合开发区雄州镇毛许街道,南京化工商贸城,32.301258,118.802832,商场
丹阳湖北路17号,云鼎·购物流行街区,31.330248,118.895315,商场
仙林学海路1号,金鹰国际购物中心(南京金鹰奥莱城店),32.103446,118.926498,商场
新湖大道9号,新城花生唐广场,31.907824,118.661148,商场
永宁路1号(原金宁广场华润苏果),金宁银座,32.339672,118.841750,商场
大厂街道葛关路3801号,紫金环球生活广场,32.231577,118.761657,商场
,新时代万彩购物中心,31.636471,119.043172,商场
,五洲星世纪商贸城13栋,31.666399,119.048662,商场
棠城广场与龙津路交叉口西北150米,欢乐港,32.336006,118.836494,商场
横梁镇石源路15号,横梁商业广场,32.321204,118.929848,商场
卧龙湖大道南150米,卧龙湖生活广场,31.723922,119.050986,商场
秣周东路18号未来网络小镇9栋903,店达商城,31.868002,118.827977,商场
银泉西路,汤泉购物中心(二店),32.090103,118.511686,商场
珍珠桥南路14号,尚溧城,31.651041,119.030893,商场
环龙池路与龙脊路交叉口西北100米,荣盛,32.327108,118.812111,商场
凤凰路与双丁线交叉口东北200米,和凤汇金购物广场,31.393668,118.998033,商场
浦六路与龙扬路交叉口南200米,南京沪江商贸城A区,32.295292,118.791220,商场
姜宋路,南京沪江商贸城B区,32.294242,118.789801,商场
镇兴路187号,银江商业中心,31.327723,118.888747,商场
,太平洋国购广场(建设中),32.111806,118.851041,商场
小行路53-5号,金浦·时代广场(建设中),31.983462,118.744085,商场
浦珠北路1号,南京江北华润万象汇(建设中),32.125217,118.730261,商场
南浦路与江山路交叉口西南150米,金象城·王府井购物中心(建设中),32.128205,118.737148,商场
仙林大道北150米,南京万达茂3期(建设中),32.121209,118.989525,商场
鹤鸣路6号附近,魔力月光Mall(建设中),32.085423,118.903024,商场
花港路,中南乐尚街前广场(建设中),32.035279,118.908611,商场
沧波门南街与运粮河西路交叉口西100米,荔枝广场()(建设中),32.022605,118.885648,商场
高新路5号,南京蓝宝石广场(暂停营业),32.160587,118.70797,商场
,万达广场(建设中),32.335457,118.839881,商场
