地址,名称,维度,经度,类型
长虹路东北侧,亚东观樾,32.007203,118.766355,小区
应天大街619号虹悦城B1,幸福里,32.009151,118.766685,小区
雨花南路36号,邓府上农贸市场综合楼,31.993948,118.768458,小区
秦虹路443号,九龙盛世园,32.012458,118.811277,小区
大明路23号,马家圩小区,32.010240,118.812381,小区
秦虹路439号,南京市红十字会九龙盛世小区衣物捐赠箱,32.012476,118.811328,小区
建康路115号,建康路115号大院,32.023937,118.787999,小区
仙鹤街29号,仙鹤里,32.020255,118.775681,小区
扇骨营30-2,清水花苑,32.019454,118.805115,小区
太平南路润德里9号,润德里9号小区,32.024149,118.788403,小区
双塘路19号,皇册家园,32.021331,118.776767,小区
雨花长虹路222号2栋,南京单身公寓德盈国际店,32.008503,118.765916,小区
雨花安德里20号,安德新寓,31.999259,118.76567,小区
益仁巷3号204号,益仁巷小区,32.024255,118.789851,小区
象房村路56号,象房村小区,32.01841,118.806826,小区
9号(宁南新区玉兰路与宁南大道交汇处),花神美境,31.98274,118.793092,小区
长虹路439号,锦虹美苑,32.004881,118.765043,小区
大校场路36号,龙苑新寓四村,32.00762,118.813994,小区
建康路251号,京隆名爵,32.024521,118.792090,小区
建康路与文思巷交叉口南150米,钓鱼巷小区,32.023818,118.796589,小区
花神大道9号(原共青团路),阅城国际花园,31.985004,118.777372,小区
凤游寺附近,泊寓KEEP社区,32.015803,118.769343,小区
慧园街,王府东苑,32.024635,118.788053,小区
花神大道东50米,阅城国际,31.984990,118.777282,小区
升州路18-6号附近,新月楼,32.024097,118.783695,小区
大明路28号,美达·上河明苑,32.013519,118.811807,小区
雨花西路230号,安德里小区,31.997142,118.765668,小区
建康路251号,京隆名府,32.024792,118.792032,小区
秦淮大明路,怡居园(怡居园路),32.008597,118.814243,小区
怡居路9号,东南花苑,32.009705,118.813949,小区
宁南新区丁墙村10号地郁金香路,翠岛花城(软件大道),31.981659,118.788222,小区
安德里30号,玻纤院住宅区,31.998299,118.764866,小区
雨花窑岗村30号,亚东观云国际,32.003779,118.764092,小区
夫子庙健康路409号,建康花苑,32.024579,118.795645,小区
象房村路50号,龙蟠和园,32.021984,118.803122,小区
长虹路439号5幢,景虹美苑,32.007788,118.764511,小区
长白街,南京长白街建康大厦,32.024904,118.79467,小区
长虹路222号德盈国际2幢223室,dd花园,32.008415,118.764580,小区
太平南路与慧园街交叉口东北100米,太平南路516号院,32.025325,118.789490,小区
雨花南路26号,邓府山村,31.991226,118.768284,小区
双塘街道来凤小区金粟庵路14号,太平苑,32.020508,118.773483,小区
洪武路街道,慧园街四号小区,32.025411,118.788863,小区
特殊教育学校(怡居园路北),龙苑新寓二村,32.009298,118.814679,小区
建康路,刘公巷小区,32.025431,118.790235,小区
升州路南侧,弓箭坊高层住宅小区,32.023608,118.779186,小区
府西街43号,砂珠巷小区,32.024958,118.784006,小区
中山南路327号砂珠巷小区,华美大厦,32.024767,118.782902,小区
仙鹤街52-8号附近,来凤小区南区(金粟庵路),32.020560,118.773115,小区
仙鹤街52-8号附近,来凤小区,32.020564,118.77312,小区
双塘路21号附近,皇册家园1期,32.022564,118.776494,小区
彩霞街菜市场家禽区,家禽区,32.023359,118.778199,小区
弓箭坊55号(公交车站),罗马假日,32.023947,118.77969,小区
府西街21号,府西街21号大院,32.025307,118.784826,小区
中山南路400号熙南里街区内(升州路口),涵雅苑,32.024752,118.782021,小区
建康路与文思巷交叉口西北150米,建康新村,32.02517,118.795783,小区
长白街100号,致和新村,32.025579,118.79327,小区
太平南路478号西90米,慧园街四号院-外贸楼,32.025814,118.788576,小区
大明路怡居路21号,龙苑新寓,32.010969,118.814596,小区
集庆路237-241号,豆腐坊,32.018135,118.769717,小区
明城大道与软件大道交叉口东南150米,中建八局职工宿舍,31.981714,118.796286,小区
中山南路321号,大砂珠巷,32.025499,118.784196,小区
长白街98号,长白街98号小区,32.025563,118.794904,小区
建康路205号,文思小区,32.025434,118.795807,小区
龙蟠中路399号,东城水岸,32.024398,118.79968,小区
西八府塘30号,儒林雅居南区,32.025982,118.791841,小区
太平南路四象桥,西一巷,32.026089,118.789375,小区
赛虹立交桥附近长虹路南段415号,长虹新寓,32.008551,118.763675,小区
凤游寺52号,万创奔腾悦动新门西社区,32.017131,118.768371,小区
慧园街24号附近(公交车站),慧园里,32.02611,118.78808,小区
翠岛西路与花城西路交叉口东南100米,雅菊苑,31.980897,118.786378,小区
雨花西路258号,明门公寓,31.996266,118.76414,小区
雨花西路258号,明门大厦,31.996053,118.764181,小区
龙蟠中路388号,京门府,32.023761,118.802168,小区
双塘路12号,铜坊苑小区,32.023416,118.776267,小区
仙鹤街66号,仙鹤雅居,32.022648,118.774781,小区
五福街与来凤里交叉口东50米,五福花园,32.021137,118.772312,小区
长虹路399号(凤台南路与长虹路交汇处),凤凰和美,32.007124,118.762958,小区
太平苑64-75号,太平雅苑,32.0214110000,118.7724190000,小区
西八府塘30号,儒林雅居北区,32.026558,118.792211,小区
双塘里66号附近,来凤小区北区,32.022200,118.773508,小区
建康路425号,文思新村,32.025783,118.797359,小区
中山南路357号,西一新村,32.02672,118.789284,小区
白下路路口,邀贵井小区,32.026767,118.790822,小区
升州路179-4号,玉带园,32.024498,118.777655,小区
雨花南路安德门,格林美地,31.995869,118.763585,小区
慧园街24号附近,王府园北区,32.026831,118.787188,小区
慧园街24号附近,王府园小区,32.026851,118.787303,小区
双塘里64号附近,来凤小区东区,32.022376,118.773237,小区
雨花南路51号,君悦城市花园,31.997503,118.762829,小区
双塘来凤街6号,金粟佳园,32.02083,118.770954,小区
郁金香路19号,郁金香路19号院,31.981927,118.778229,小区
建康路470号,东九儿园小区,32.025715,118.79952,小区
集庆门来凤街1号,来凤街一号小区,32.020036,118.769476,小区
文思巷29号附近,东八府塘4号,32.026577,118.796683,小区
酒精厂路东100米,豪门府第,32.023283,118.805459,小区
大光路以南(北至大光路南至酒精厂路),嘉里雅颂居(嘉里大光路以南地块),32.022910,118.806190,小区
应天大街爱达花园南100米,木材公司家属院,32.013168,118.763705,小区
玉带园67号东北60米,玉带园高层,32.025098,118.777142,小区
龙蟠中路368号,凯悦·天琴花园,32.025044,118.802435,小区
大光路167号,香悦邻里,32.024602,118.803489,小区
白下路362号,文思苑,32.026698,118.797599,小区
洪武路街道太平南路四象桥西一巷,西一新村高层,32.027641,118.788712,小区
御道街168号,御水湾小区西区,32.015858,118.81426,小区
白下路228号,五马街小区,32.027721,118.791121,小区
白下路31附近,王府园社区,32.027721,118.788047,小区
汇景北路与卡子门大街交汇处,复地·宴南都,31.982901,118.805177,小区
卡子门大街88号家乐家4层,明韵书香,31.981260,118.801626,小区
中华路1号,王府园小区南区,32.027766,118.787320,小区
大光路117号,香格里拉花园(大光路),32.024452,118.804444,小区
中和桥路2号,象房新村,32.020685,118.810143,小区
来凤街9号-1号,工农兵公寓,32.020819,118.769372,小区
五福街与双塘里交叉口西北100米,来凤里小区,32.022545,118.771569,小区
长虹路303号1-1902附近,鸿仁名居,32.015344,118.764315,小区
双塘街道来风街9号,达来花苑,32.021246,118.769626,小区
中山南路白衣庵27号,华信公寓,32.02719,118.781728,小区
五福街与双塘路交叉口西北50米,毛家苑小区,32.023636,118.772770,小区
五福巷与文思巷交叉口东南50米,复兴巷,32.027378,118.797376,小区
白下路230号附近,小街小区,32.028206,118.791465,小区
白下路166号(三中对面),斯亚·首府,32.028246,118.789014,小区
柳叶街105号(公交车站),双乐园小区,32.024534,118.77424,小区
卡子门大街99号,南京途家盛捷宴南都服务公寓,31.981485,118.803362,小区
中山南路368号亚东名座2420室,南京晓庄温馨家园普通公寓升州路店,32.027625,118.782976,小区
白下路235号,白下路235号院-前楼,32.02784,118.795482,小区
大光路99号,金陵雅颂居,32.024047,118.80625,小区
大中桥,大中桥小区,32.026517,118.800855,小区
沙洲街道长虹路297号,西城映象,32.016379,118.764549,小区
卡子门大街99号复地宴南都S2栋2单元,九色鹿公寓(南京南站店),31.981439,118.803608,小区
象房村路120号,金象园小区,32.019863,118.811915,小区
白衣庵17号,福祥大厦,32.027576,118.781805,小区
软件大道与花神大道交汇处东北角,宏图·上水园,31.980417,118.778091,小区
渡船口1号-3号,渡船口小区,32.025815,118.776087,小区
建康路与白下路交叉口北100米,琥珀巷小区,32.027142,118.799821,小区
白下路128号,中华公寓,32.028627,118.787437,小区
汇康路与汇景北路交叉口西100米,轩天宿舍,31.982301,118.806040,小区
汇景西路33号,汇景家园景文苑,31.983412,118.807892,小区
雨花南路56号,枫情国度尚园,31.996306,118.761043,小区
白下路128-1号,糖果公寓,32.028743,118.787777,小区
中华路8号,银达雅居,32.028556,118.785401,小区
白衣庵11、15,福祥公寓,32.027964,118.781955,小区
来凤街50-73号,来凤新村,32.022518,118.769939,小区
大明路5-29号附近,惠民小区,32.018532,118.813820,小区
白下路209号,中天花园(长白街),32.028506,118.795036,小区
中山南路358-8号,朝天宫国际文化特别社区,32.028495,118.783503,小区
白下路99号,路99号小区,32.029020,118.788280,小区
软件大道38号,绿地云尚公馆,31.977876,118.791318,小区
光华门中和桥5号,中和桥5号小区,32.018498,118.814149,小区
汇景北路33号,汇景家园景明苑,31.984327,118.809806,小区
大光路55号,香格里拉东苑,32.023671,118.808262,小区
五福巷33号,五福巷33号小区,32.028505,118.796334,小区
玉兰路99号,丝瓜精品公寓,31.978361,118.796170,小区
大明路5-32临附近,公园里5号小区,32.018250,118.814480,小区
白下路与西八府塘交叉口西北150米,惠民小区,32.029062,118.792794,小区
大光路188号东渡锦江丽舍,光大新寓,32.026515,118.803288,小区
白下路295号,琥珀巷高层,32.027848,118.799915,小区
大光路49号,宏鹰花园,32.022528,118.810355,小区
于海帘集庆门大街15号,江南名府(长虹路),32.018223,118.76459,小区
建邺路评事街小区,千章巷,32.027854,118.779219,小区
玉兰路99号明发商业广场1幢,南京幸福驿站公寓丁墙路分店,31.978053,118.796243,小区
来凤街93号,菱角市小区,32.024697,118.772008,小区
应天大街695号,应天花园(应天大街),32.010989,118.760333,小区
凤台南路40号,禹洲吉庆里,32.007733,118.759433,小区
赛虹桥街道长虹路389号,爱达花园,32.015448,118.762404,小区
御道街169号,御水湾小区东区,32.015316,118.817215,小区
双龙大道与汇景北路交叉口东北200米,保利·堂悦保乐街,31.980822,118.805236,小区
双塘街道柳叶街133号,桃园人家,32.02549,118.772975,小区
汇景西路33,汇满苑,31.982627,118.808457,小区
赛虹桥街道凤台南路58号1幢-1,俊友公寓,32.006223,118.758955,小区
龙蟠中路(南京电视台旁)大光路188号,锦江丽舍,32.027082,118.803344,小区
汇景北路145号附近,汇景家园景富苑,31.985625,118.812577,小区
绒庄街72号附近,内桥湾小区,32.029101,118.782509,小区
马府新村长白街221号,马府街小区,32.029618,118.793795,小区
雨花街道小行路2号,德安花园,31.993543,118.760787,小区
鼎新路1号,天安·恒隆花园,32.027481,118.77653,小区
五福巷和申家巷的交叉口附近,五福新村,32.029355,118.796400,小区
花神大道11号(软件大道地铁站入口旁),宏图上水庭院,31.97897,118.777449,小区
大光路37号,南空光华小区,32.022426,118.811725,小区
汇景路78号,汇福苑,31.983681,118.810778,小区
大光路142号,金陵尚府,32.026589,118.805309,小区
棉鞋营12号-1附近,棉鞋营12号,32.028685,118.799886,小区
大光路84-2号附近,景园,32.024850,118.808482,小区
建邺长虹路389号,爱达花园紫藤园,32.016675,118.762272,小区
"鼎新路与升州路交叉口,建邺路南侧",评事街小区,32.02865,118.779022,小区
五福巷与马路街交叉口东150米,棉鞋营14号,32.028807,118.799904,小区
棉鞋营15号,棉鞋营15号院,32.029082,118.799250,小区
龙蟠中路329号,陶然苑,32.028555,118.80113,小区
洪武路广艺街8号,金盾公寓(广艺街),32.030358,118.788887,小区
评事街208号附近,绒庄新村,32.029472,118.781186,小区
洪武路街道长白街221号,马府新村,32.030265,118.793952,小区
凤台南路64号-2附近,驿南公寓,32.004875,118.757828,小区
大光路37号,大光路37号院,32.022154,118.81281,小区
洪武路337号,金宝花园,32.030538,118.787666,小区
云河路1-7号,云锦美地绮云居,32.021372,118.765595,小区
大光路35号,白领易居,32.022542,118.812541,小区
小行路10号(地铁站),益居园小区,31.992398,118.760349,小区
大光路街道龙蟠中路公园里5号,明龙雅居,32.028304,118.802877,小区
汇景路36号,汇吉苑,31.98445,118.812832,小区
解放南路尚书里,大光里小区,32.025879,118.808082,小区
汇景北路南,保利·堂悦,31.980556,118.807306,小区
八宝前街40号,公园新寓,32.028033,118.803826,小区
雨花南路58号龙福山庄附近,龙福花园(雨花南路),31.998502,118.757956,小区
火瓦巷与龙王庙前交叉口东南150米,马府西街小区,32.030936,118.789874,小区
长白街332号,长白街332号小区,32.030428,118.795902,小区
长虹路140号附近,长虹路小区,32.023046,118.766927,小区
安品街38号,翰润阁,32.028525,118.776302,小区
张府园,宁中里,32.030803,118.785629,小区
柴园北路38号,汇景家园景乐苑,31.985402,118.814357,小区
绣花巷与马路街交叉口东南150米,棉鞋营27号,32.029836,118.799721,小区
汇景路145号,汇美苑,31.981178,118.809226,小区
升州路西段之北东起红土桥西至仓巷,安品街,32.028764,118.775748,小区
汇景东路与汇景南路交汇处西150米,汇景家园汇幸苑,31.98254,118.811561,小区
建邺建邺区长虹路251号,云锦美地6期,32.022950,118.766050,小区
火瓦巷3-7号,洪武高层(火瓦巷),32.031453,118.788171,小区
长虹路251号,云锦美地丽云居,32.022663,118.765548,小区
火瓦巷,外贸公寓,32.031536,118.790349,小区
光华路2号,黄埔鑫园,32.018663,118.817677,小区
,大光路38号小区,32.024165,118.812274,小区
中和桥路142-9号,戎兴苑,32.008478,118.822434,小区
秀山路16号,涟城1期,32.010740,118.757524,小区
集庆门大街20号,润花园(云河路),32.0214,118.76392,小区
建邺路72号,建邺路住宅小区,32.031166,118.783027,小区
所街东路5号,海苑华庭,32.015711,118.759614,小区
大光路街道龙蟠中路317号,达美御园(龙蟠中路),32.030007,118.801311,小区
绣花巷8号,绣花巷小区,32.030978,118.798104,小区
汇景南路44号,汇安苑,31.983302,118.813454,小区
九条巷与闺奁营交叉口西100米,九条巷小区,32.031611,118.784372,小区
龙王庙7号,龙王庙小区,32.032059,118.78868,小区
鼎新路99号,金鼎湾国际,32.031184,118.777090,小区
凤台南路124号,凤台南路小区,32.001749,118.755894,小区
大光路108号,尚书村,32.028129,118.807055,小区
朝天宫街道登隆巷19号,江隆村,32.02902,118.774052,小区
绣花巷与马路街交叉口东150米,棉鞋营小区,32.030802,118.800473,小区
八宝东街9号(东邻解放南路),金基·尚书里,32.027528,118.808501,小区
南京市秦淮区常府街绣花巷10号,绣花巷10号小区,32.03134,118.798546,小区
西方巷24号,西方巷24号小区,32.032310,118.787913,小区
七家湾鼎新苑39号,鼎新苑,32.030159,118.776651,小区
怡康街与西城路交汇处,涟城,32.011504,118.756948,小区
汇景东路1号,汇景家园汇祥苑,31.981395,118.811828,小区
秀山路18号,和记黄埔·涟城南区,32.008188,118.755977,小区
秀山路16号,和记黄埔·涟城北区,32.011428,118.756832,小区
小火瓦巷7号,中苑(小火瓦巷),32.032419,118.790944,小区
洪武路293号-297号,洪武公寓,32.032444,118.787757,小区
中山南路239号,融寓,32.032201,118.784541,小区
西城路,建邺区南苑新村健园,32.018356,118.760229,小区
应天大街770号,铂领(应天大街),32.014638,118.75801,小区
所街29号,未来域,32.01536,118.758372,小区
瑞金路1号-58-8,公园路小区,32.029493,118.805069,小区
太平巷35号,太平巷高层,32.032402,118.793423,小区
云河路1号-5,云锦美地,32.024354,118.765734,小区
康景路26号,汇景家园景康苑,31.984079,118.815378,小区
中山南路289号,张府园小区,32.032001,118.782749,小区
洪武路街道长白街太平巷265号,白玉兰公寓,32.032274,118.79568,小区
公园路42号4栋附近,公园路44号小区,32.029811,118.804765,小区
西方巷与龙王庙交叉口东北100米,小火瓦巷,32.032740,118.788813,小区
中和桥路59-8号,怡水嘉园(金源路),32.010703,118.823186,小区
汇景南路15号,汇平苑,31.982404,118.813899,小区
集庆门大街36号,云河湾(云河路),32.021386,118.762111,小区
八条巷2号,八方公寓,32.032735,118.785694,小区
朝天宫街道鼎新路99号,金鼎湾花园1期,32.030934,118.776991,小区
云河路9-3号附近,云锦美地碧云居,32.022985,118.763456,小区
集庆门大街,健园小区,32.018643,118.75972,小区
汇景家园汇景南路1号,红花街道汇幸苑社区,31.980903,118.812376,小区
尚书里48号,尚书里48号小区,32.026835,118.811261,小区
四条巷与城佐营交叉口西南150米,城佐营小区,32.032421,118.797340,小区
常府街与申家巷交叉口南150米,复成新村,32.032138,118.79875,小区
解放南路尚书村78号,尚书公寓,32.027742,118.809845,小区
龙蟠中路318号,金龙蟠家苑,32.031083,118.802869,小区
常府街75号,常府风华苑,32.032486,118.797766,小区
洪武路278-2,新达公寓,32.033220,118.786439,小区
兴隆大街16号,兴隆纺织公寓,32.006378,118.754572,小区
集庆门大街41号,南苑小区(集庆门大街),32.020431,118.760603,小区
朝天宫街道升州路488号,仓巷39-45大院,32.029867,118.772981,小区
丰富路18号,朗诗·熙园,32.032295,118.779875,小区
洪武路程阁老巷,武学园小区,32.033301,118.785551,小区
中山南路与西武学园交叉口东南50米,八条巷小区,32.033207,118.784668,小区
小火瓦巷与火瓦巷交叉口西北100米,小火瓦巷20号小区,32.033516,118.789389,小区
集庆门大街41南苑小区,晔园,32.019872,118.759988,小区
小行路20号,消防中队家属楼,31.990178,118.757803,小区
汇景家园康泰路26号,汇景家园景泰苑,31.983108,118.815991,小区
解放南路八宝东街300号(公交车站),瑞鑫兰庭,32.029093,118.808486,小区
所街16号,贡园小区,32.017365,118.758093,小区
太平南路常府街,九莲塘小区,32.033425,118.794054,小区
小火瓦巷40号,益乐村小区,32.033657,118.788487,小区
程阁老巷15号附近,程阁老巷小区,32.033463,118.785461,小区
常府街与申家巷交叉口东南100米,常府街51号小区,32.032706,118.798874,小区
七家湾88号,七家湾小区,32.031324,118.775513,小区
光华路10号,鑫园凯旋城,32.017582,118.821566,小区
大香炉6-16号,大香炉,32.033318,118.782083,小区
健园南路与台晔路交叉口西北100米,发园,32.018432,118.758253,小区
洪武路198号,城开国际,32.033939,118.786349,小区
大阳沟15号,御道园,32.026283,118.813769,小区
南苑街道所街33号(北临所街西接文体路),金轮翡翠名园,32.016701,118.757109,小区
大光路街道解放南路大阳沟7号,鸿福苑(明御河路),32.027786,118.81167,小区
富民坊7号,富民坊,32.033614,118.782709,小区
宋家巷1,德盈菁华园,31.988097,118.758183,小区
光华路16号城东雅筑,东城雅筑,32.019366,118.820889,小区
光华东街18号,光华东街18号小区,32.023867,118.817264,小区
曹都巷30-31号,曹都巷小区,32.033562,118.780742,小区
长虹路195号、249号,南湖东路小区,32.026259,118.764801,小区
御道街58-8号,御都花苑,32.026205,118.814663,小区
小火瓦巷48村10号,益乐苑,32.034521,118.788475,小区
洪武路街道常府街85号万厦商务楼未来公寓,未来公寓,32.034051,118.796426,小区
光华门,友谊村,32.022063,118.819131,小区
仓巷与朱状元巷交叉口西北150米,朱状元巷清代住宅,32.031281,118.773224,小区
新街口程阁老巷,西武学园,32.034387,118.785081,小区
软件大道109号7栋,美年华国际公寓,31.980294,118.764971,小区
应天巷28号,南京城西纺织公寓,32.009734,118.753584,小区
中山南路239号,富民坊北区,32.034172,118.782606,小区
,学府瑞苑,32.030425,118.808438,小区
应天大街769号,新百花园,32.013233,118.754557,小区
小行路27号,金蕊家苑,31.988791,118.756986,小区
火瓦巷59号,户部街小区,32.034858,118.790257,小区
火瓦巷30号,火瓦巷小区,32.034856,118.790618,小区
丁家巷单8号,天一居,32.031881,118.773663,小区
常府街四条巷8号,海宇公寓,32.03412,118.798401,小区
文体路,澄园,32.018935,118.757239,小区
泰山路55号,怡康新寓,32.012021,118.753746,小区
瑞金路1-1号,金瑞1号,32.032686,118.804095,小区
明瓦廊11号附近,洪公祠小区,32.034434,118.781712,小区
解放路72号,银通公寓,32.030298,118.809619,小区
文昌巷,大杨村,32.034649,118.796587,小区
户部街33号天之都大厦,南京若舍复式,32.035185,118.788490,小区
集庆门大街文体路71号,台园趣园,32.021361,118.758665,小区
御道街56-1号,澳丽嘉园,32.027092,118.814853,小区
石门坎100-3号,观门口北村,32.017263,118.823577,小区
长虹路193-1号,彩虹苑(彩虹路),32.024254,118.761184,小区
莫愁路97号,韩家苑小区,32.03106,118.770719,小区
文体路109-1号,吉庆社区文体活动中心,32.017628,118.755917,小区
光华东街16号,光华东街16号小区,32.024135,118.818433,小区
丰富路61号(新街口),丰富路小区,32.034192,118.779314,小区
石门坎100号,光华园,32.022871,118.819658,小区
长白街,小杨村小区(四条巷),32.034806,118.797608,小区
中山南路105-11号,会元,32.035078,118.783402,小区
长虹路129号,长虹路129号小区,32.026689,118.763483,小区
大杨村28号,文泽园,32.035195,118.795963,小区
四条巷18号,四条巷小区,32.03477,118.798655,小区
小行路30号(地铁站),康润园,31.990671,118.754795,小区
解放路68号,金鑫园小区,32.030999,118.809625,小区
月牙湖街道石门坎,石门坎,32.018427,118.823485,小区
三元巷18号,三元公寓,32.035299,118.782969,小区
洪武路160号,羊皮巷高层公寓,32.035767,118.786799,小区
二条巷与头条巷交叉口南150米,复成里,32.034286,118.801473,小区
泰山路与怡康街交汇处,招商·雍华府,32.01042,118.752288,小区
御道街54号,御道家园,32.027969,118.814893,小区
长虹路131号,长虹路131号小区,32.026674,118.762763,小区
李家巷与羊皮巷交叉口南50米,羊皮巷高层,32.035944,118.786628,小区
御道街,蓝旗新村,32.025341,118.818203,小区
洪武路街道洪武路160号(新街口),羊皮巷小区,32.035975,118.786409,小区
户部街26号,淮海新村,32.036255,118.789091,小区
,瑞金路小区,32.031921,118.808931,小区
抄纸巷1-10号,抄纸巷小区,32.036239,118.787813,小区
雨花软件大道108号,蓝筹谷,31.974835,118.770641,小区
白鹭东街9号,金隅紫京府,32.008207,118.75135,小区
瑞金路36号,瑞金新村,32.030313,118.812042,小区
文体路,南苑新村(文体路),32.019475,118.755757,小区
吉山路与怡康街交叉口南50米,招商珑原,32.012155,118.752192,小区
怡康街与泰山路交叉口东北50米,怡康社区文体活动中心,32.012299,118.752220,小区
丰富路与秣陵路交叉口西南100米,石榴园,32.035446,118.780097,小区
水西门大街57号,水西门大街57号小区,32.030308,118.767020,小区
石榴新村306号701室,富春里,32.035462,118.779966,小区
虎踞南路98号,虎踞南路98号小区,32.031599,118.76924,小区
应天大街99号,吉庆家园-仲夏苑,32.017325,118.754259,小区
文体路90号,庆元小区,32.021022,118.756572,小区
三条巷29号,三一里,32.035352,118.800280,小区
太平南路,红花地,32.036314,118.794839,小区
南湖东路,利民东村小区,32.025282,118.76023,小区
虎踞南路75号,止马公馆,32.032296,118.770199,小区
长虹路49号,碧虹苑,32.029094,118.764609,小区
南苑文体路3号附近,话园小区,32.021982,118.757012,小区
南苑街道文体路90号,庆园(文体路),32.02103,118.756256,小区
洪公祠与秣陵路交叉口北50米,丰富路125号,32.036028,118.780808,小区
应天大街787,虹苑新寓小区,32.0142,118.752304,小区
瑞金路1-58号,金城花园,32.032731,118.808874,小区
应天大街790号,吉庆家园(应天大街),32.017428,118.75373,小区
仁寿里1号10附近,五老村街道,32.035871,118.799930,小区
小行路52-1号,柏悦澜庭,31.989729,118.753493,小区
怡康街与泰山路交叉口北150米,虹苑新寓-三村,32.012935,118.751611,小区
复成里与头条巷交叉口东北50米,头条巷小区,32.035575,118.801589,小区
淮海路31号,淮海路小区,32.037151,118.789277,小区
南湖东路47号附近,晨光家园,32.026424,118.760532,小区
文体路与集庆门大街交会处,东升村,32.023899,118.758006,小区
莫愁湖街道莫愁湖东路6号,左邻风度,32.031573,118.767593,小区
长虹路54附近,小庄子,32.029659,118.764442,小区
光华门光华东街8号,金基·月亮湾花园,32.024312,118.821147,小区
水西门大街85-4号,长虹路后街小区,32.030085,118.765003,小区
集庆门大街文体路70号,尚文西苑,32.023126,118.757114,小区
云河北路与文体路交叉口西100米,沿河一村,32.024978,118.758589,小区
新街口南台巷东,南台巷东,32.036613,118.780451,小区
止马营30-50、56号,止马营社区,32.034016,118.771752,小区
所街26号,思园,32.019198,118.753952,小区
西止马营12号附近,止马营,32.034160,118.772018,小区
秣陵路20号,秣陵路20号小区,32.036507,118.779476,小区
石华街16号,双龙嘉园南区,31.969258,118.790131,小区
建邺西路西止马营48号,通宇花园(建邺路),32.033435,118.770215,小区
常府街三条巷和仁寿里交叉口向北约50米,六合里(三条巷),32.036600,118.800198,小区
王府大街118号,冶山道院小区,32.036154,118.777143,小区
丰富路163号,民族公寓,32.037130,118.781462,小区
仁寿里与文昌巷交汇处东北100米,良友里,32.036923,118.799192,小区
怡康路29号,腾达雅苑(嵩山路),32.011205,118.750109,小区
俞家巷与南台巷交叉口东南50米,王府名殿,32.037054,118.780636,小区
,时光澔韵华盛园,31.987036,118.753941,小区
蓝旗街6号,蓝旗新村北区,32.026481,118.819958,小区
游府西街,游府新村,32.037983,118.790225,小区
王府大街南台巷11号,桂苑公寓(南台巷),32.037023,118.779947,小区
泰山路1-23号附近,虹苑五村,32.014664,118.751041,小区
莫愁湖水西门大街,水西门大街87号,32.030669,118.764420,小区
俞家巷与南台巷交叉口东北50米,南台花园,32.037271,118.780657,小区
文昌巷35号附近,东白菜园小区,32.037879,118.795726,小区
新街口王府大街63号E栋2单元1005室,王府花园(南台巷),32.037084,118.779061,小区
莫愁湖东路12-1号,莫愁东寓小区,32.032808,118.767581,小区
雨花小行路29号,时光澔韵,31.987198,118.753346,小区
小行路58号(小行地铁站1号出口向北300米),名城世家,31.989535,118.751879,小区
莫愁路与朝天宫西街交界处,黄鹂新村,32.035589,118.773087,小区
集庆门大街集庆门大街115号,宇园,32.023592,118.755709,小区
秣陵路101号,秣陵路101村,32.036706,118.776077,小区
朝天宫街道俞家巷18号,圣欧庭,32.037861,118.780432,小区
解放路,中航金城1号,32.034865,118.808685,小区
瑞金路大清河,长发新村,32.032774,118.812945,小区
石门坎117号,大地豪庭,32.020583,118.826155,小区
四条巷74号附近,仁义里,32.037753,118.799823,小区
朝天宫西街57号,中兴新村,32.035473,118.771813,小区
西止马营8号,止马村,32.034913,118.770446,小区
二条巷31号,二条巷小区,32.037295,118.802116,小区
梅香路5号,双龙嘉园东区,31.96804,118.787427,小区
秣陵路143号,秣陵路小区,32.037099,118.776423,小区
大清河1号,长发东村,32.0333,118.812455,小区
南湖路99号,利星公寓,32.020535,118.75284,小区
南湖街道应天大街815号,天都芳庭,32.016188,118.750442,小区
莫愁湖东路35号,牌坊街小区,32.032482,118.765256,小区
石华街16号,双龙嘉园,31.967654,118.787192,小区
俞家巷与王府大街交叉口南50米,三茅宫小区东区,32.038265,118.779550,小区
莫愁路329号,湾流国际共享社区(朝天宫社区),32.036947,118.774511,小区
朝天宫西街69号,艺华公寓,32.035911,118.771474,小区
中山东路西祠堂巷,蔡家花园,32.039383,118.791251,小区
莫愁湖东路9-13号,名湖雅居,32.032867,118.765275,小区
秦淮西街张公桥36号,张公桥小区,32.035822,118.770892,小区
瑞金路街道瑞金路33号,瑞金花苑,32.032088,118.815703,小区
南湖东路与文体西路交叉口西150米,康福村,32.026756,118.756995,小区
小行路,名城世家花园东区,31.989734,118.750131,小区
云龙山路东200米,紫金(建邺科技创业特别社区),31.997912,118.747441,小区
"光华路与苜蓿园大街交叉口,光华路56号",天坛新寓,32.017884,118.829011,小区
瑞金路街道瑞金北村大清河路10号,清华公寓,32.033547,118.8137,小区
中山东路300-6附近,长发中心D座,32.039265,118.796998,小区
莫愁新村路,莫愁新村,32.030023,118.760397,小区
俞家巷与王府大街交叉口西50米,三茅宫小区西区,32.038737,118.779159,小区
黄山路9号,虹苑新寓五村(黄山路),32.014328,118.748704,小区
三茅巷与王府大街交叉口西北150米,三茅巷小区,32.038429,118.777711,小区
水西门大街,西街头小区,32.030944,118.761481,小区
